time,periods,phase,amplitude,power,frequencies
102.17,35.00,2.40,0.23,75.74,0.03
102.33,35.00,2.43,0.23,76.26,0.03
102.50,35.00,2.46,0.23,76.78,0.03
102.67,35.00,2.48,0.24,77.30,0.03
102.83,35.00,2.51,0.24,77.82,0.03
103.00,35.00,2.54,0.24,78.33,0.03
103.17,35.00,2.57,0.24,78.85,0.03
103.33,35.00,2.60,0.24,79.36,0.03
103.50,35.00,2.63,0.24,79.89,0.03
103.67,35.00,2.65,0.24,80.43,0.03
103.83,35.00,2.68,0.24,80.94,0.03
104.00,35.00,2.71,0.24,81.45,0.03
104.17,35.00,2.74,0.24,81.96,0.03
104.33,35.00,2.77,0.24,82.49,0.03
104.50,35.00,2.79,0.24,83.00,0.03
104.67,35.00,2.82,0.24,83.50,0.03
104.83,35.00,2.85,0.25,84.03,0.03
105.00,35.00,2.88,0.25,84.54,0.03
105.17,35.00,2.91,0.25,85.04,0.03
105.33,35.00,2.93,0.25,85.56,0.03
105.50,35.00,2.96,0.25,86.08,0.03
105.67,35.00,2.99,0.25,86.60,0.03
105.83,35.00,3.02,0.25,87.15,0.03
106.00,35.00,3.05,0.25,87.66,0.03
106.17,35.00,3.07,0.25,88.17,0.03
106.33,35.00,3.10,0.25,88.68,0.03
106.50,35.00,3.13,0.25,89.19,0.03
106.67,35.00,3.16,0.25,89.76,0.03
106.83,35.00,3.19,0.25,90.33,0.03
107.00,35.00,3.22,0.26,90.84,0.03
107.17,35.00,3.24,0.26,91.40,0.03
107.33,35.00,3.27,0.26,91.88,0.03
107.50,35.00,3.30,0.26,92.38,0.03
107.67,35.00,3.33,0.26,92.88,0.03
107.83,35.00,3.36,0.26,93.43,0.03
108.00,35.00,3.38,0.26,93.88,0.03
108.17,35.00,3.41,0.26,94.41,0.03
108.33,35.00,3.44,0.26,94.89,0.03
108.50,35.00,3.47,0.26,95.43,0.03
108.67,35.00,3.50,0.26,95.96,0.03
108.83,35.00,3.52,0.26,96.49,0.03
109.00,35.00,3.55,0.26,97.01,0.03
109.17,35.00,3.58,0.26,97.62,0.03
109.33,35.00,3.61,0.27,98.13,0.03
109.50,35.00,3.64,0.27,98.59,0.03
109.67,35.00,3.67,0.27,99.11,0.03
109.83,35.00,3.69,0.27,99.59,0.03
110.00,35.00,3.72,0.27,100.14,0.03
110.17,35.00,3.75,0.27,100.61,0.03
110.33,35.00,3.78,0.27,101.11,0.03
110.50,35.00,3.81,0.27,101.61,0.03
110.67,35.00,3.83,0.27,102.12,0.03
110.83,35.00,3.86,0.27,102.66,0.03
111.00,35.00,3.89,0.27,103.20,0.03
