time,periods,phase,amplitude,power,frequencies
2.17,22.49,5.74,0.30,57.67,0.04
2.33,22.40,5.78,0.30,57.99,0.04
2.50,22.40,5.82,0.30,58.31,0.04
2.67,22.40,5.87,0.31,58.62,0.04
2.83,22.40,5.92,0.31,58.93,0.04
3.00,22.40,5.96,0.31,59.24,0.04
3.17,22.40,6.01,0.31,59.55,0.04
3.33,22.40,6.05,0.31,59.85,0.04
3.50,22.40,6.10,0.31,60.15,0.04
3.67,22.30,6.14,0.31,60.45,0.04
3.83,22.30,6.18,0.31,60.75,0.04
4.00,22.30,6.23,0.31,61.04,0.04
4.17,22.30,6.28,0.31,61.33,0.04
4.33,22.30,0.04,0.31,61.62,0.04
4.50,22.30,0.09,0.31,61.91,0.04
4.67,22.30,0.13,0.32,62.19,0.04
4.83,22.30,0.18,0.32,62.47,0.04
5.00,22.30,0.22,0.32,62.74,0.04
5.17,22.30,0.27,0.32,63.02,0.04
5.33,22.21,0.31,0.32,63.29,0.05
5.50,22.21,0.36,0.32,63.56,0.05
5.67,22.21,0.40,0.32,63.82,0.05
5.83,22.21,0.45,0.32,64.08,0.05
6.00,22.21,0.49,0.32,64.34,0.05
6.17,22.21,0.54,0.32,64.60,0.05
6.33,22.21,0.59,0.32,64.85,0.05
6.50,22.21,0.63,0.32,65.10,0.05
6.67,22.21,0.68,0.32,65.34,0.05
6.83,22.21,0.73,0.32,65.58,0.05
7.00,22.21,0.77,0.32,65.82,0.05
7.17,22.21,0.82,0.33,66.05,0.05
7.33,22.11,0.86,0.33,66.28,0.05
7.50,22.11,0.91,0.33,66.51,0.05
7.67,22.11,0.95,0.33,66.73,0.05
7.83,22.11,1.00,0.33,66.96,0.05
8.00,22.11,1.05,0.33,67.17,0.05
8.17,22.11,1.09,0.33,67.39,0.05
8.33,22.11,1.14,0.33,67.60,0.05
8.50,22.11,1.19,0.33,67.80,0.05
8.67,22.11,1.23,0.33,68.01,0.05
8.83,22.11,1.28,0.33,68.21,0.05
9.00,22.11,1.33,0.33,68.40,0.05
9.17,22.11,1.37,0.33,68.59,0.05
9.33,22.11,1.42,0.33,68.78,0.05
9.50,22.11,1.47,0.33,68.96,0.05
9.67,22.11,1.51,0.33,69.14,0.05
9.83,22.11,1.56,0.33,69.32,0.05
10.00,22.11,1.61,0.33,69.49,0.05
10.17,22.02,1.65,0.34,69.66,0.05
10.33,22.02,1.70,0.34,69.82,0.05
10.50,22.02,1.74,0.34,69.99,0.05
10.67,22.02,1.79,0.34,70.14,0.05
10.83,22.02,1.84,0.34,70.30,0.05
11.00,22.02,1.88,0.34,70.45,0.05
11.17,22.02,1.93,0.34,70.60,0.05
11.33,22.02,1.98,0.34,70.74,0.05
11.50,22.02,2.03,0.34,70.88,0.05
11.67,22.02,2.07,0.34,71.01,0.05
11.83,22.02,2.12,0.34,71.14,0.05
12.00,22.02,2.17,0.34,71.27,0.05
12.17,22.02,2.21,0.34,71.39,0.05
