time,periods,phase,amplitude,power,frequencies
4.83,26.08,0.21,0.45,125.96,0.04
5.00,26.08,0.25,0.45,126.93,0.04
5.17,26.08,0.29,0.45,127.91,0.04
5.33,26.08,0.33,0.46,128.89,0.04
5.50,26.08,0.37,0.46,129.86,0.04
5.67,25.99,0.39,0.46,130.84,0.04
5.83,25.99,0.43,0.46,131.82,0.04
6.00,25.99,0.47,0.46,132.82,0.04
6.17,25.99,0.51,0.47,133.81,0.04
6.33,25.99,0.55,0.47,134.81,0.04
6.50,25.99,0.59,0.47,135.81,0.04
6.67,25.99,0.63,0.47,136.82,0.04
6.83,25.99,0.67,0.47,137.84,0.04
7.00,25.99,0.71,0.47,138.84,0.04
7.17,25.91,0.74,0.48,139.84,0.04
7.33,25.91,0.78,0.48,140.88,0.04
7.50,25.91,0.82,0.48,141.92,0.04
7.67,25.91,0.86,0.48,142.96,0.04
7.83,25.91,0.90,0.48,144.00,0.04
8.00,25.91,0.94,0.49,145.03,0.04
8.17,25.91,0.98,0.49,146.08,0.04
8.33,25.91,1.02,0.49,147.12,0.04
8.50,25.91,1.06,0.49,148.16,0.04
8.67,25.91,1.10,0.49,149.21,0.04
8.83,25.91,1.14,0.49,150.23,0.04
9.00,25.91,1.18,0.50,151.30,0.04
9.17,25.91,1.22,0.50,152.36,0.04
9.33,25.91,1.26,0.50,153.43,0.04
9.50,25.91,1.30,0.50,154.49,0.04
9.67,25.91,1.34,0.50,155.57,0.04
9.83,25.91,1.38,0.50,156.67,0.04
10.00,25.91,1.42,0.51,157.76,0.04
10.17,25.91,1.46,0.51,158.84,0.04
10.33,25.91,1.50,0.51,159.88,0.04
10.50,25.91,1.54,0.51,160.97,0.04
10.67,25.91,1.58,0.51,162.06,0.04
10.83,25.91,1.62,0.52,163.11,0.04
11.00,25.91,1.66,0.52,164.14,0.04
11.17,25.91,1.70,0.52,165.20,0.04
11.33,25.91,1.74,0.52,166.28,0.04
11.50,25.91,1.78,0.52,167.34,0.04
11.67,25.91,1.82,0.52,168.37,0.04
11.83,25.91,1.86,0.53,169.42,0.04
12.00,25.91,1.90,0.53,170.47,0.04
12.17,25.91,1.94,0.53,171.50,0.04
12.33,25.91,1.98,0.53,172.50,0.04
12.50,25.91,2.02,0.53,173.54,0.04
12.67,25.99,2.07,0.53,174.55,0.04
12.83,25.99,2.11,0.53,175.58,0.04
13.00,25.99,2.15,0.54,176.56,0.04
13.17,25.99,2.19,0.54,177.56,0.04
