time,periods,phase,amplitude,power,frequencies
12.67,24.68,6.01,0.60,134.85,0.04
12.83,24.68,6.05,0.60,135.75,0.04
13.00,24.60,6.08,0.60,136.65,0.04
13.17,24.60,6.12,0.60,137.57,0.04
13.33,24.60,6.17,0.61,138.48,0.04
13.50,24.60,6.21,0.61,139.40,0.04
13.67,24.60,6.25,0.61,140.34,0.04
13.83,24.60,0.01,0.61,141.27,0.04
14.00,24.60,0.05,0.61,142.20,0.04
14.17,24.60,0.10,0.62,143.14,0.04
14.33,24.60,0.14,0.62,144.10,0.04
14.50,24.60,0.18,0.62,145.05,0.04
14.67,24.60,0.22,0.62,146.00,0.04
14.83,24.60,0.27,0.62,146.95,0.04
15.00,24.60,0.31,0.63,147.90,0.04
15.17,24.60,0.35,0.63,148.85,0.04
15.33,24.60,0.39,0.63,149.81,0.04
15.50,24.60,0.43,0.63,150.77,0.04
15.67,24.60,0.48,0.63,151.73,0.04
15.83,24.60,0.52,0.64,152.70,0.04
16.00,24.60,0.56,0.64,153.66,0.04
16.17,24.60,0.60,0.64,154.62,0.04
16.33,24.60,0.65,0.64,155.58,0.04
16.50,24.60,0.69,0.64,156.54,0.04
16.67,24.60,0.73,0.65,157.50,0.04
16.83,24.60,0.77,0.65,158.46,0.04
17.00,24.60,0.81,0.65,159.41,0.04
17.17,24.60,0.86,0.65,160.37,0.04
17.33,24.60,0.90,0.65,161.32,0.04
17.50,24.60,0.94,0.66,162.26,0.04
17.67,24.60,0.98,0.66,163.19,0.04
17.83,24.60,1.02,0.66,164.12,0.04
18.00,24.60,1.07,0.66,165.05,0.04
18.17,24.68,1.12,0.66,165.97,0.04
18.33,24.68,1.16,0.66,166.89,0.04
18.50,24.68,1.20,0.67,167.80,0.04
18.67,24.68,1.24,0.67,168.71,0.04
18.83,24.68,1.28,0.67,169.61,0.04
19.00,24.68,1.33,0.67,170.51,0.04
19.17,24.68,1.37,0.67,171.40,0.04
19.33,24.68,1.41,0.67,172.27,0.04
19.50,24.68,1.45,0.68,173.15,0.04
19.67,24.68,1.49,0.68,174.02,0.04
19.83,24.68,1.54,0.68,174.88,0.04
20.00,24.68,1.58,0.68,175.73,0.04
20.17,24.68,1.62,0.68,176.58,0.04
20.33,24.68,1.66,0.68,177.42,0.04
20.50,24.68,1.70,0.69,178.26,0.04
20.67,24.68,1.75,0.69,179.08,0.04
20.83,24.68,1.79,0.69,179.91,0.04
21.00,24.68,1.83,0.69,180.72,0.04
21.17,24.68,1.87,0.69,181.53,0.04
21.33,24.68,1.91,0.69,182.34,0.04
21.50,24.68,1.96,0.70,183.14,0.04
21.67,24.68,2.00,0.70,183.94,0.04
21.83,24.68,2.04,0.70,184.74,0.04
22.00,24.68,2.08,0.70,185.53,0.04
22.17,24.68,2.13,0.70,186.31,0.04
22.33,24.68,2.17,0.70,187.10,0.04
22.50,24.68,2.21,0.70,187.88,0.04
22.67,24.68,2.25,0.71,188.66,0.04
22.83,24.68,2.29,0.71,189.44,0.04
23.00,24.68,2.34,0.71,190.22,0.04
23.17,24.68,2.38,0.71,190.99,0.04
23.33,24.68,2.42,0.71,191.77,0.04
23.50,24.68,2.46,0.71,192.55,0.04
23.67,24.68,2.51,0.71,193.33,0.04
23.83,24.68,2.55,0.72,194.10,0.04
24.00,24.68,2.59,0.72,194.88,0.04
24.17,24.68,2.63,0.72,195.66,0.04
24.33,24.68,2.67,0.72,196.44,0.04
24.50,24.68,2.72,0.72,197.23,0.04
24.67,24.68,2.76,0.72,198.02,0.04
24.83,24.68,2.80,0.72,198.80,0.04
25.00,24.60,2.84,0.73,199.60,0.04
