time,periods,phase,amplitude,power,frequencies
15.00,24.20,2.60,0.62,124.24,0.04
15.17,24.20,2.64,0.62,125.15,0.04
15.33,24.12,2.68,0.62,126.07,0.04
15.50,24.12,2.72,0.62,127.00,0.04
15.67,24.12,2.76,0.63,127.93,0.04
15.83,24.12,2.81,0.63,128.86,0.04
16.00,24.12,2.85,0.63,129.80,0.04
16.17,24.12,2.89,0.63,130.74,0.04
16.33,24.12,2.94,0.64,131.68,0.04
16.50,24.12,2.98,0.64,132.63,0.04
16.67,24.12,3.02,0.64,133.58,0.04
16.83,24.12,3.07,0.64,134.53,0.04
17.00,24.12,3.11,0.65,135.48,0.04
17.17,24.12,3.15,0.65,136.44,0.04
17.33,24.12,3.20,0.65,137.39,0.04
17.50,24.12,3.24,0.65,138.35,0.04
17.67,24.12,3.28,0.65,139.31,0.04
17.83,24.03,3.31,0.66,140.27,0.04
18.00,24.03,3.36,0.66,141.23,0.04
18.17,24.03,3.40,0.66,142.18,0.04
18.33,24.03,3.44,0.66,143.14,0.04
18.50,24.03,3.49,0.67,144.09,0.04
18.67,24.03,3.53,0.67,145.05,0.04
18.83,24.03,3.57,0.67,146.00,0.04
19.00,24.03,3.62,0.67,146.95,0.04
19.17,24.03,3.66,0.68,147.89,0.04
19.33,24.03,3.70,0.68,148.83,0.04
19.50,24.03,3.75,0.68,149.77,0.04
19.67,24.03,3.79,0.68,150.71,0.04
19.83,24.03,3.83,0.68,151.64,0.04
20.00,24.03,3.88,0.69,152.56,0.04
20.17,24.03,3.92,0.69,153.48,0.04
20.33,24.03,3.96,0.69,154.39,0.04
20.50,24.03,4.00,0.69,155.30,0.04
20.67,24.03,4.05,0.69,156.20,0.04
20.83,24.03,4.09,0.70,157.10,0.04
21.00,24.03,4.13,0.70,157.99,0.04
21.17,24.03,4.18,0.70,158.88,0.04
21.33,24.03,4.22,0.70,159.76,0.04
21.50,24.03,4.26,0.70,160.63,0.04
21.67,24.03,4.31,0.71,161.50,0.04
21.83,24.03,4.35,0.71,162.36,0.04
22.00,24.03,4.39,0.71,163.22,0.04
22.17,24.03,4.44,0.71,164.07,0.04
22.33,24.03,4.48,0.71,164.92,0.04
22.50,24.03,4.52,0.72,165.76,0.04
22.67,24.03,4.57,0.72,166.60,0.04
22.83,24.03,4.61,0.72,167.44,0.04
23.00,24.03,4.65,0.72,168.26,0.04
23.17,24.03,4.70,0.72,169.09,0.04
23.33,23.94,4.73,0.73,169.91,0.04
23.50,23.94,4.77,0.73,170.74,0.04
23.67,23.94,4.82,0.73,171.56,0.04
23.83,23.94,4.86,0.73,172.37,0.04
24.00,23.94,4.90,0.73,173.19,0.04
24.17,23.94,4.95,0.73,174.00,0.04
24.33,23.94,4.99,0.74,174.81,0.04
24.50,23.94,5.03,0.74,175.62,0.04
24.67,23.94,5.08,0.74,176.43,0.04
24.83,23.94,5.12,0.74,177.24,0.04
25.00,23.94,5.17,0.74,178.04,0.04
25.17,23.94,5.21,0.74,178.85,0.04
25.33,23.94,5.25,0.75,179.65,0.04
25.50,23.94,5.30,0.75,180.45,0.04
25.67,23.94,5.34,0.75,181.25,0.04
25.83,23.94,5.38,0.75,182.06,0.04
26.00,23.94,5.43,0.75,182.86,0.04
26.17,23.94,5.47,0.75,183.66,0.04
26.33,23.94,5.51,0.76,184.46,0.04
26.50,23.86,5.55,0.76,185.26,0.04
26.67,23.86,5.59,0.76,186.06,0.04
26.83,23.86,5.64,0.76,186.87,0.04
27.00,23.86,5.68,0.76,187.67,0.04
