time,periods,phase,amplitude,power,frequencies
3.00,19.76,4.94,0.40,50.79,0.05
3.17,19.76,5.00,0.40,51.28,0.05
3.33,19.76,5.05,0.40,51.77,0.05
3.50,19.76,5.10,0.40,52.26,0.05
3.67,19.76,5.15,0.41,52.75,0.05
3.83,19.76,5.21,0.41,53.25,0.05
4.00,19.76,5.26,0.41,53.74,0.05
4.17,19.76,5.31,0.41,54.23,0.05
4.33,19.76,5.36,0.41,54.71,0.05
4.50,19.76,5.42,0.42,55.20,0.05
4.67,19.76,5.47,0.42,55.69,0.05
4.83,19.76,5.52,0.42,56.18,0.05
5.00,19.76,5.57,0.42,56.66,0.05
5.17,19.76,5.63,0.42,57.15,0.05
5.33,19.76,5.68,0.42,57.63,0.05
5.50,19.76,5.73,0.43,58.11,0.05
5.67,19.76,5.78,0.43,58.59,0.05
5.83,19.76,5.84,0.43,59.07,0.05
6.00,19.76,5.89,0.43,59.55,0.05
6.17,19.76,5.94,0.43,60.02,0.05
6.33,19.76,5.99,0.43,60.50,0.05
6.50,19.76,6.05,0.44,60.97,0.05
6.67,19.76,6.10,0.44,61.45,0.05
6.83,19.76,6.15,0.44,61.92,0.05
7.00,19.76,6.20,0.44,62.38,0.05
7.17,19.76,6.26,0.44,62.85,0.05
7.33,19.76,0.02,0.44,63.32,0.05
7.50,19.84,0.09,0.45,63.78,0.05
7.67,19.84,0.14,0.45,64.24,0.05
7.83,19.84,0.19,0.45,64.70,0.05
8.00,19.84,0.25,0.45,65.16,0.05
8.17,19.84,0.30,0.45,65.62,0.05
8.33,19.84,0.35,0.45,66.07,0.05
8.50,19.84,0.40,0.45,66.52,0.05
8.67,19.84,0.46,0.46,66.97,0.05
8.83,19.84,0.51,0.46,67.42,0.05
9.00,19.84,0.56,0.46,67.87,0.05
9.17,19.84,0.61,0.46,68.31,0.05
9.33,19.84,0.66,0.46,68.75,0.05
9.50,19.84,0.72,0.46,69.19,0.05
9.67,19.84,0.77,0.47,69.63,0.05
9.83,19.84,0.82,0.47,70.06,0.05
10.00,19.84,0.87,0.47,70.49,0.05
10.17,19.84,0.93,0.47,70.92,0.05
10.33,19.84,0.98,0.47,71.35,0.05
10.50,19.84,1.03,0.47,71.77,0.05
10.67,19.84,1.08,0.47,72.19,0.05
10.83,19.84,1.13,0.48,72.61,0.05
11.00,19.93,1.20,0.48,73.03,0.05
11.17,19.93,1.25,0.48,73.45,0.05
11.33,19.93,1.30,0.48,73.86,0.05
11.50,19.93,1.35,0.48,74.27,0.05
11.67,19.93,1.40,0.48,74.68,0.05
11.83,19.93,1.46,0.48,75.08,0.05
12.00,19.93,1.51,0.48,75.48,0.05
12.17,19.93,1.56,0.48,75.88,0.05
12.33,19.93,1.61,0.49,76.28,0.05
12.50,19.93,1.66,0.49,76.67,0.05
12.67,19.93,1.72,0.49,77.06,0.05
12.83,19.93,1.77,0.49,77.45,0.05
13.00,19.93,1.82,0.49,77.83,0.05
13.17,20.02,1.88,0.49,78.21,0.05
13.33,20.02,1.93,0.49,78.59,0.05
13.50,20.02,1.98,0.49,78.97,0.05
13.67,20.02,2.04,0.49,79.35,0.05
13.83,20.02,2.09,0.50,79.72,0.05
14.00,20.02,2.14,0.50,80.09,0.05
14.17,20.02,2.19,0.50,80.45,0.05
14.33,20.02,2.24,0.50,80.81,0.05
14.50,20.02,2.29,0.50,81.17,0.05
14.67,20.02,2.35,0.50,81.52,0.05
14.83,20.02,2.40,0.50,81.88,0.05
15.00,20.10,2.46,0.50,82.22,0.05
15.17,20.10,2.51,0.50,82.57,0.05
15.33,20.10,2.56,0.50,82.92,0.05
15.50,20.10,2.61,0.51,83.26,0.05
15.67,20.10,2.66,0.51,83.59,0.05
15.83,20.10,2.71,0.51,83.93,0.05
16.00,20.10,2.77,0.51,84.26,0.05
16.17,20.10,2.82,0.51,84.58,0.05
16.33,20.10,2.87,0.51,84.90,0.05
16.50,20.10,2.92,0.51,85.22,0.05
16.67,20.19,2.98,0.51,85.54,0.05
16.83,20.19,3.03,0.51,85.85,0.05
17.00,20.19,3.08,0.51,86.16,0.05
17.17,20.19,3.13,0.51,86.47,0.05
17.33,20.19,3.18,0.52,86.78,0.05
17.50,20.19,3.23,0.52,87.08,0.05
17.67,20.19,3.29,0.52,87.37,0.05
17.83,20.19,3.34,0.52,87.66,0.05
18.00,20.19,3.39,0.52,87.95,0.05
18.17,20.19,3.44,0.52,88.23,0.05
18.33,20.27,3.50,0.52,88.51,0.05
18.50,20.27,3.55,0.52,88.80,0.05
18.67,20.27,3.60,0.52,89.07,0.05
18.83,20.27,3.65,0.52,89.35,0.05
19.00,20.27,3.70,0.52,89.61,0.05
19.17,20.27,3.75,0.52,89.88,0.05
19.33,20.27,3.80,0.52,90.14,0.05
19.50,20.27,3.85,0.52,90.40,0.05
19.67,20.27,3.91,0.53,90.65,0.05
19.83,20.36,3.96,0.52,90.90,0.05
20.00,20.36,4.01,0.53,91.15,0.05
20.17,20.36,4.06,0.53,91.39,0.05
20.33,20.36,4.11,0.53,91.64,0.05
20.50,20.36,4.16,0.53,91.88,0.05
20.67,20.36,4.22,0.53,92.11,0.05
20.83,20.36,4.27,0.53,92.34,0.05
21.00,20.36,4.32,0.53,92.57,0.05
21.17,20.36,4.37,0.53,92.79,0.05
21.33,20.44,4.42,0.53,93.01,0.05
21.50,20.44,4.47,0.53,93.23,0.05
21.67,20.44,4.52,0.53,93.45,0.05
21.83,20.44,4.58,0.53,93.66,0.05
