time,periods,phase,amplitude,power,frequencies
11.50,24.60,5.69,0.61,126.92,0.04
11.67,24.60,5.73,0.61,127.78,0.04
11.83,24.60,5.77,0.61,128.64,0.04
12.00,24.60,5.82,0.61,129.51,0.04
12.17,24.60,5.86,0.62,130.38,0.04
12.33,24.52,5.89,0.62,131.25,0.04
12.50,24.52,5.93,0.62,132.13,0.04
12.67,24.52,5.98,0.62,133.02,0.04
12.83,24.52,6.02,0.63,133.90,0.04
13.00,24.52,6.06,0.63,134.80,0.04
13.17,24.52,6.10,0.63,135.70,0.04
13.33,24.52,6.15,0.63,136.60,0.04
13.50,24.52,6.19,0.63,137.50,0.04
13.67,24.52,6.23,0.64,138.42,0.04
13.83,24.52,6.27,0.64,139.33,0.04
14.00,24.52,0.03,0.64,140.24,0.04
14.17,24.52,0.08,0.64,141.17,0.04
14.33,24.52,0.12,0.64,142.10,0.04
14.50,24.52,0.16,0.65,143.03,0.04
14.67,24.52,0.20,0.65,143.96,0.04
14.83,24.52,0.25,0.65,144.90,0.04
15.00,24.52,0.29,0.65,145.83,0.04
15.17,24.52,0.33,0.66,146.77,0.04
15.33,24.52,0.37,0.66,147.71,0.04
15.50,24.52,0.42,0.66,148.65,0.04
15.67,24.52,0.46,0.66,149.58,0.04
15.83,24.52,0.50,0.66,150.52,0.04
16.00,24.52,0.54,0.67,151.46,0.04
16.17,24.52,0.59,0.67,152.40,0.04
16.33,24.52,0.63,0.67,153.33,0.04
16.50,24.52,0.67,0.67,154.25,0.04
16.67,24.52,0.71,0.67,155.19,0.04
16.83,24.52,0.75,0.68,156.11,0.04
17.00,24.52,0.80,0.68,157.03,0.04
17.17,24.52,0.84,0.68,157.95,0.04
17.33,24.52,0.88,0.68,158.86,0.04
17.50,24.52,0.92,0.68,159.76,0.04
17.67,24.52,0.97,0.69,160.67,0.04
17.83,24.52,1.01,0.69,161.56,0.04
18.00,24.52,1.05,0.69,162.45,0.04
18.17,24.52,1.09,0.69,163.33,0.04
18.33,24.52,1.13,0.69,164.21,0.04
18.50,24.52,1.18,0.70,165.08,0.04
18.67,24.52,1.22,0.70,165.95,0.04
18.83,24.52,1.26,0.70,166.81,0.04
19.00,24.52,1.30,0.70,167.66,0.04
19.17,24.52,1.35,0.70,168.50,0.04
19.33,24.52,1.39,0.70,169.34,0.04
19.50,24.52,1.43,0.71,170.17,0.04
19.67,24.52,1.47,0.71,171.00,0.04
19.83,24.52,1.51,0.71,171.82,0.04
20.00,24.52,1.56,0.71,172.63,0.04
20.17,24.52,1.60,0.71,173.43,0.04
20.33,24.52,1.64,0.71,174.23,0.04
20.50,24.52,1.68,0.72,175.02,0.04
20.67,24.52,1.73,0.72,175.81,0.04
20.83,24.52,1.77,0.72,176.59,0.04
21.00,24.52,1.81,0.72,177.36,0.04
21.17,24.52,1.85,0.72,178.13,0.04
21.33,24.52,1.90,0.72,178.89,0.04
21.50,24.52,1.94,0.73,179.65,0.04
21.67,24.52,1.98,0.73,180.41,0.04
21.83,24.52,2.02,0.73,181.16,0.04
22.00,24.52,2.06,0.73,181.91,0.04
22.17,24.52,2.11,0.73,182.66,0.04
22.33,24.52,2.15,0.73,183.40,0.04
22.50,24.52,2.19,0.73,184.15,0.04
22.67,24.52,2.23,0.74,184.89,0.04
22.83,24.52,2.28,0.74,185.63,0.04
23.00,24.52,2.32,0.74,186.37,0.04
23.17,24.52,2.36,0.74,187.11,0.04
23.33,24.52,2.40,0.74,187.85,0.04
23.50,24.52,2.45,0.74,188.59,0.04
23.67,24.52,2.49,0.74,189.33,0.04
23.83,24.52,2.53,0.75,190.08,0.04
24.00,24.52,2.57,0.75,190.82,0.04
24.17,24.52,2.62,0.75,191.57,0.04
24.33,24.52,2.66,0.75,192.32,0.04
24.50,24.52,2.70,0.75,193.07,0.04
24.67,24.52,2.75,0.75,193.82,0.04
24.83,24.52,2.79,0.75,194.58,0.04
25.00,24.52,2.83,0.76,195.34,0.04
25.17,24.52,2.87,0.76,196.10,0.04
25.33,24.52,2.92,0.76,196.86,0.04
25.50,24.52,2.96,0.76,197.63,0.04
25.67,24.52,3.00,0.76,198.40,0.04
25.83,24.52,3.04,0.76,199.17,0.04
26.00,24.52,3.09,0.76,199.94,0.04
26.17,24.52,3.13,0.77,200.71,0.04
26.33,24.52,3.17,0.77,201.49,0.04
26.50,24.52,3.21,0.77,202.28,0.04
26.67,24.52,3.26,0.77,203.06,0.04
26.83,24.52,3.30,0.77,203.84,0.04
27.00,24.52,3.34,0.77,204.63,0.04
27.17,24.52,3.38,0.78,205.42,0.04
27.33,24.52,3.43,0.78,206.20,0.04
27.50,24.52,3.47,0.78,206.99,0.04
27.67,24.52,3.51,0.78,207.77,0.04
27.83,24.52,3.55,0.78,208.56,0.04
28.00,24.52,3.60,0.78,209.33,0.04
28.17,24.52,3.64,0.78,210.11,0.04
28.33,24.52,3.68,0.79,210.88,0.04
28.50,24.52,3.72,0.79,211.65,0.04
28.67,24.52,3.76,0.79,212.42,0.04
28.83,24.52,3.81,0.79,213.19,0.04
29.00,24.52,3.85,0.79,213.95,0.04
29.17,24.52,3.89,0.79,214.71,0.04
29.33,24.52,3.93,0.79,215.46,0.04
29.50,24.52,3.98,0.80,216.21,0.04
29.67,24.52,4.02,0.80,216.94,0.04
29.83,24.52,4.06,0.80,217.67,0.04
30.00,24.52,4.10,0.80,218.40,0.04
30.17,24.52,4.14,0.80,219.12,0.04
30.33,24.52,4.19,0.80,219.83,0.04
30.50,24.52,4.23,0.80,220.54,0.04
30.67,24.52,4.27,0.80,221.23,0.04
30.83,24.52,4.31,0.81,221.92,0.04
31.00,24.52,4.36,0.81,222.59,0.04
31.17,24.52,4.40,0.81,223.26,0.04
31.33,24.52,4.44,0.81,223.91,0.04
31.50,24.60,4.49,0.81,224.56,0.04
31.67,24.60,4.53,0.81,225.21,0.04
31.83,24.60,4.57,0.81,225.84,0.04
32.00,24.60,4.61,0.81,226.46,0.04
32.17,24.60,4.65,0.81,227.07,0.04
32.33,24.60,4.70,0.81,227.68,0.04
32.50,24.60,4.74,0.82,228.27,0.04
32.67,24.60,4.78,0.82,228.86,0.04
32.83,24.60,4.82,0.82,229.43,0.04
33.00,24.60,4.86,0.82,229.99,0.04
33.17,24.60,4.91,0.82,230.54,0.04
33.33,24.60,4.95,0.82,231.08,0.04
33.50,24.60,4.99,0.82,231.61,0.04
33.67,24.60,5.03,0.82,232.13,0.04
33.83,24.60,5.08,0.82,232.65,0.04
34.00,24.60,5.12,0.82,233.15,0.04
34.17,24.60,5.16,0.83,233.65,0.04
34.33,24.60,5.20,0.83,234.13,0.04
34.50,24.60,5.24,0.83,234.61,0.04
34.67,24.60,5.29,0.83,235.08,0.04
34.83,24.60,5.33,0.83,235.54,0.04
35.00,24.60,5.37,0.83,235.99,0.04
35.17,24.60,5.41,0.83,236.44,0.04
35.33,24.60,5.45,0.83,236.87,0.04
35.50,24.68,5.50,0.83,237.31,0.04
35.67,24.68,5.54,0.83,237.74,0.04
35.83,24.68,5.58,0.83,238.16,0.04
36.00,24.68,5.63,0.83,238.58,0.04
