time,periods,phase,amplitude,power,frequencies
9.00,22.91,5.81,0.51,124.68,0.04
9.17,22.91,5.85,0.52,125.63,0.04
9.33,22.91,5.90,0.52,126.59,0.04
9.50,22.91,5.94,0.52,127.55,0.04
9.67,22.91,5.99,0.52,128.51,0.04
9.83,22.91,6.03,0.52,129.47,0.04
10.00,22.91,6.08,0.53,130.43,0.04
10.17,22.99,6.14,0.53,131.39,0.04
10.33,22.99,6.18,0.53,132.35,0.04
10.50,22.99,6.23,0.53,133.31,0.04
10.67,22.99,6.27,0.53,134.27,0.04
10.83,22.99,0.03,0.53,135.23,0.04
11.00,22.99,0.08,0.54,136.18,0.04
11.17,22.99,0.12,0.54,137.14,0.04
11.33,22.99,0.17,0.54,138.10,0.04
11.50,22.99,0.21,0.54,139.06,0.04
11.67,22.99,0.26,0.54,140.01,0.04
11.83,22.99,0.31,0.55,140.97,0.04
12.00,22.99,0.35,0.55,141.92,0.04
12.17,22.99,0.40,0.55,142.87,0.04
12.33,22.99,0.44,0.55,143.82,0.04
12.50,22.99,0.49,0.55,144.77,0.04
12.67,22.99,0.53,0.55,145.72,0.04
12.83,23.08,0.59,0.56,146.67,0.04
13.00,23.08,0.63,0.56,147.62,0.04
13.17,23.08,0.68,0.56,148.57,0.04
13.33,23.08,0.72,0.56,149.52,0.04
13.50,23.08,0.77,0.56,150.46,0.04
13.67,23.08,0.81,0.56,151.40,0.04
13.83,23.08,0.86,0.57,152.34,0.04
14.00,23.08,0.90,0.57,153.28,0.04
14.17,23.08,0.95,0.57,154.22,0.04
14.33,23.08,0.99,0.57,155.15,0.04
14.50,23.08,1.04,0.57,156.09,0.04
14.67,23.08,1.08,0.57,157.02,0.04
14.83,23.08,1.13,0.58,157.94,0.04
15.00,23.08,1.17,0.58,158.87,0.04
15.17,23.16,1.22,0.58,159.79,0.04
15.33,23.16,1.27,0.58,160.72,0.04
15.50,23.16,1.31,0.58,161.64,0.04
15.67,23.16,1.36,0.58,162.56,0.04
15.83,23.16,1.40,0.59,163.47,0.04
16.00,23.16,1.45,0.59,164.38,0.04
16.17,23.16,1.49,0.59,165.29,0.04
16.33,23.16,1.54,0.59,166.20,0.04
16.50,23.16,1.58,0.59,167.10,0.04
16.67,23.16,1.63,0.59,168.00,0.04
16.83,23.16,1.67,0.59,168.89,0.04
17.00,23.16,1.72,0.60,169.78,0.04
17.17,23.24,1.77,0.60,170.67,0.04
