time,periods,phase,amplitude,power,frequencies
3.33,25.82,3.62,0.45,119.80,0.04
3.50,25.82,3.66,0.45,120.68,0.04
3.67,25.82,3.70,0.45,121.56,0.04
3.83,25.74,3.73,0.45,122.45,0.04
4.00,25.74,3.77,0.46,123.34,0.04
4.17,25.74,3.82,0.46,124.25,0.04
4.33,25.74,3.86,0.46,125.16,0.04
4.50,25.74,3.90,0.46,126.06,0.04
4.67,25.74,3.94,0.46,126.98,0.04
4.83,25.74,3.98,0.46,127.89,0.04
5.00,25.74,4.02,0.47,128.80,0.04
5.17,25.74,4.06,0.47,129.71,0.04
5.33,25.74,4.10,0.47,130.62,0.04
5.50,25.74,4.14,0.47,131.53,0.04
5.67,25.74,4.18,0.47,132.46,0.04
5.83,25.74,4.22,0.47,133.40,0.04
6.00,25.74,4.26,0.48,134.33,0.04
6.17,25.74,4.30,0.48,135.27,0.04
6.33,25.74,4.34,0.48,136.21,0.04
6.50,25.74,4.38,0.48,137.14,0.04
6.67,25.74,4.42,0.48,138.08,0.04
6.83,25.74,4.46,0.48,139.02,0.04
7.00,25.74,4.50,0.49,139.95,0.04
7.17,25.74,4.54,0.49,140.87,0.04
7.33,25.74,4.58,0.49,141.80,0.04
7.50,25.74,4.62,0.49,142.74,0.04
7.67,25.74,4.66,0.49,143.65,0.04
7.83,25.74,4.70,0.49,144.55,0.04
8.00,25.74,4.74,0.50,145.48,0.04
8.17,25.74,4.78,0.50,146.42,0.04
8.33,25.74,4.82,0.50,147.33,0.04
8.50,25.74,4.86,0.50,148.25,0.04
8.67,25.74,4.90,0.50,149.15,0.04
8.83,25.74,4.94,0.50,150.05,0.04
9.00,25.82,4.99,0.50,150.94,0.04
9.17,25.82,5.03,0.51,151.84,0.04
9.33,25.82,5.07,0.51,152.73,0.04
9.50,25.82,5.11,0.51,153.61,0.04
9.67,25.82,5.15,0.51,154.49,0.04
9.83,25.82,5.19,0.51,155.37,0.04
10.00,25.82,5.23,0.51,156.25,0.04
10.17,25.82,5.27,0.51,157.10,0.04
10.33,25.82,5.31,0.52,157.95,0.04
10.50,25.82,5.35,0.52,158.79,0.04
10.67,25.82,5.39,0.52,159.62,0.04
10.83,25.82,5.43,0.52,160.45,0.04
11.00,25.82,5.47,0.52,161.26,0.04
11.17,25.91,5.52,0.52,162.07,0.04
11.33,25.91,5.56,0.52,162.85,0.04
11.50,25.91,5.59,0.52,163.65,0.04
11.67,25.91,5.63,0.53,164.44,0.04
11.83,25.91,5.67,0.53,165.22,0.04
12.00,25.91,5.71,0.53,165.98,0.04
12.17,25.91,5.75,0.53,166.75,0.04
12.33,25.91,5.79,0.53,167.50,0.04
12.50,25.91,5.83,0.53,168.24,0.04
12.67,25.91,5.87,0.53,168.97,0.04
12.83,25.91,5.91,0.53,169.69,0.04
13.00,25.91,5.95,0.53,170.42,0.04
13.17,25.91,5.99,0.54,171.13,0.04
13.33,25.91,6.03,0.54,171.84,0.04
13.50,25.91,6.07,0.54,172.54,0.04
13.67,25.91,6.11,0.54,173.24,0.04
13.83,25.91,6.15,0.54,173.93,0.04
14.00,25.91,6.19,0.54,174.62,0.04
14.17,25.91,6.23,0.54,175.30,0.04
14.33,25.91,6.27,0.54,175.98,0.04
14.50,25.91,0.03,0.54,176.66,0.04
14.67,25.91,0.07,0.55,177.33,0.04
14.83,25.91,0.11,0.55,177.98,0.04
15.00,25.91,0.15,0.55,178.64,0.04
15.17,25.91,0.19,0.55,179.29,0.04
15.33,25.91,0.23,0.55,179.95,0.04
15.50,25.91,0.27,0.55,180.60,0.04
15.67,25.91,0.31,0.55,181.26,0.04
15.83,25.91,0.35,0.55,181.91,0.04
16.00,25.91,0.39,0.55,182.56,0.04
16.17,25.91,0.43,0.55,183.21,0.04
16.33,25.91,0.47,0.56,183.86,0.04
16.50,25.91,0.51,0.56,184.51,0.04
16.67,25.91,0.55,0.56,185.17,0.04
16.83,25.99,0.59,0.56,185.84,0.04
17.00,25.99,0.63,0.56,186.51,0.04
17.17,25.99,0.67,0.56,187.14,0.04
17.33,25.99,0.71,0.56,187.79,0.04
17.50,25.99,0.75,0.56,188.47,0.04
17.67,25.99,0.79,0.56,189.14,0.04
17.83,25.99,0.83,0.56,189.80,0.04
18.00,25.99,0.87,0.56,190.49,0.04
18.17,25.99,0.91,0.57,191.17,0.04
18.33,25.99,0.95,0.57,191.82,0.04
18.50,25.99,0.99,0.57,192.49,0.04
18.67,25.99,1.03,0.57,193.16,0.04
18.83,25.99,1.07,0.57,193.84,0.04
19.00,25.99,1.11,0.57,194.54,0.04
19.17,25.99,1.15,0.57,195.21,0.04
19.33,25.99,1.19,0.57,195.90,0.04
19.50,25.99,1.23,0.57,196.59,0.04
19.67,25.99,1.27,0.57,197.23,0.04
19.83,25.99,1.31,0.58,197.91,0.04
20.00,25.99,1.35,0.58,198.61,0.04
20.17,25.99,1.39,0.58,199.27,0.04
20.33,25.99,1.43,0.58,199.92,0.04
20.50,25.99,1.47,0.58,200.60,0.04
20.67,25.99,1.51,0.58,201.25,0.04
20.83,25.99,1.55,0.58,201.93,0.04
21.00,25.99,1.59,0.58,202.57,0.04
21.17,26.08,1.63,0.58,203.21,0.04
21.33,26.08,1.67,0.58,203.86,0.04
21.50,26.08,1.71,0.58,204.49,0.04
21.67,26.08,1.75,0.58,205.13,0.04
21.83,26.08,1.79,0.59,205.73,0.04
22.00,26.08,1.83,0.59,206.35,0.04
22.17,26.08,1.87,0.59,206.95,0.04
