time,periods,phase,amplitude,power,frequencies
7.00,25.65,1.36,0.50,119.50,0.04
7.17,25.65,1.40,0.50,120.34,0.04
7.33,25.65,1.44,0.50,121.18,0.04
7.50,25.65,1.48,0.50,122.01,0.04
7.67,25.65,1.52,0.51,122.86,0.04
7.83,25.65,1.56,0.51,123.69,0.04
8.00,25.65,1.60,0.51,124.50,0.04
8.17,25.65,1.64,0.51,125.33,0.04
8.33,25.65,1.68,0.51,126.14,0.04
8.50,25.65,1.72,0.51,126.95,0.04
8.67,25.65,1.76,0.52,127.74,0.04
8.83,25.65,1.80,0.52,128.52,0.04
9.00,25.65,1.84,0.52,129.29,0.04
9.17,25.65,1.88,0.52,130.08,0.04
9.33,25.65,1.92,0.52,130.86,0.04
9.50,25.65,1.96,0.52,131.63,0.04
9.67,25.65,2.00,0.52,132.39,0.04
9.83,25.65,2.04,0.53,133.15,0.04
10.00,25.65,2.08,0.53,133.89,0.04
10.17,25.65,2.12,0.53,134.62,0.04
10.33,25.65,2.16,0.53,135.35,0.04
10.50,25.57,2.19,0.53,136.07,0.04
10.67,25.57,2.23,0.53,136.79,0.04
10.83,25.57,2.28,0.54,137.51,0.04
11.00,25.57,2.32,0.54,138.22,0.04
11.17,25.57,2.36,0.54,138.92,0.04
11.33,25.57,2.40,0.54,139.62,0.04
11.50,25.57,2.44,0.54,140.31,0.04
11.67,25.57,2.48,0.54,141.00,0.04
11.83,25.57,2.52,0.54,141.69,0.04
12.00,25.57,2.56,0.54,142.37,0.04
12.17,25.57,2.60,0.55,143.06,0.04
12.33,25.57,2.64,0.55,143.74,0.04
12.50,25.57,2.68,0.55,144.42,0.04
12.67,25.57,2.72,0.55,145.10,0.04
12.83,25.57,2.76,0.55,145.78,0.04
13.00,25.57,2.80,0.55,146.45,0.04
13.17,25.49,2.84,0.55,147.13,0.04
13.33,25.49,2.88,0.56,147.81,0.04
13.50,25.49,2.92,0.56,148.50,0.04
13.67,25.49,2.96,0.56,149.19,0.04
13.83,25.49,3.00,0.56,149.88,0.04
14.00,25.49,3.04,0.56,150.56,0.04
14.17,25.49,3.08,0.56,151.26,0.04
14.33,25.49,3.12,0.56,151.96,0.04
14.50,25.49,3.17,0.57,152.67,0.04
14.67,25.49,3.21,0.57,153.37,0.04
14.83,25.49,3.25,0.57,154.08,0.04
