time,periods,phase,amplitude,power,frequencies
14.83,23.72,1.43,0.52,118.29,0.04
15.00,23.72,1.47,0.52,119.20,0.04
15.17,23.72,1.52,0.52,120.12,0.04
15.33,23.72,1.56,0.52,121.03,0.04
15.50,23.72,1.60,0.53,121.95,0.04
15.67,23.72,1.65,0.53,122.87,0.04
15.83,23.72,1.69,0.53,123.79,0.04
16.00,23.72,1.74,0.53,124.71,0.04
16.17,23.72,1.78,0.53,125.63,0.04
16.33,23.72,1.82,0.54,126.55,0.04
16.50,23.72,1.87,0.54,127.48,0.04
16.67,23.72,1.91,0.54,128.40,0.04
16.83,23.72,1.96,0.54,129.32,0.04
17.00,23.72,2.00,0.54,130.25,0.04
17.17,23.72,2.04,0.54,131.17,0.04
17.33,23.72,2.09,0.55,132.10,0.04
17.50,23.72,2.13,0.55,133.02,0.04
17.67,23.72,2.18,0.55,133.95,0.04
17.83,23.80,2.23,0.55,134.87,0.04
18.00,23.80,2.27,0.55,135.80,0.04
18.17,23.80,2.32,0.56,136.73,0.04
18.33,23.80,2.36,0.56,137.66,0.04
18.50,23.80,2.40,0.56,138.58,0.04
18.67,23.80,2.45,0.56,139.51,0.04
18.83,23.80,2.49,0.56,140.44,0.04
19.00,23.80,2.54,0.56,141.36,0.04
19.17,23.80,2.58,0.57,142.29,0.04
19.33,23.80,2.62,0.57,143.21,0.04
19.50,23.80,2.67,0.57,144.14,0.04
19.67,23.80,2.71,0.57,145.06,0.04
19.83,23.80,2.75,0.57,145.98,0.04
20.00,23.80,2.80,0.58,146.91,0.04
20.17,23.80,2.84,0.58,147.83,0.04
20.33,23.80,2.89,0.58,148.75,0.04
20.50,23.80,2.93,0.58,149.66,0.04
20.67,23.80,2.97,0.58,150.58,0.04
20.83,23.88,3.03,0.58,151.50,0.04
21.00,23.88,3.07,0.59,152.42,0.04
21.17,23.88,3.11,0.59,153.33,0.04
21.33,23.88,3.16,0.59,154.25,0.04
21.50,23.88,3.20,0.59,155.16,0.04
21.67,23.88,3.24,0.59,156.07,0.04
21.83,23.88,3.29,0.59,156.98,0.04
22.00,23.88,3.33,0.60,157.89,0.04
22.17,23.88,3.37,0.60,158.79,0.04
22.33,23.88,3.42,0.60,159.70,0.04
22.50,23.88,3.46,0.60,160.60,0.04
22.67,23.88,3.50,0.60,161.50,0.04
22.83,23.88,3.55,0.60,162.40,0.04
23.00,23.88,3.59,0.61,163.29,0.04
23.17,23.88,3.63,0.61,164.18,0.04
23.33,23.88,3.68,0.61,165.07,0.04
23.50,23.96,3.73,0.61,165.96,0.04
23.67,23.96,3.77,0.61,166.85,0.04
23.83,23.96,3.82,0.61,167.73,0.04
24.00,23.96,3.86,0.61,168.61,0.04
24.17,23.96,3.90,0.62,169.49,0.04
24.33,23.96,3.95,0.62,170.37,0.04
24.50,23.96,3.99,0.62,171.24,0.04
24.67,23.96,4.03,0.62,172.12,0.04
24.83,23.96,4.08,0.62,172.98,0.04
25.00,23.96,4.12,0.62,173.85,0.04
25.17,23.96,4.16,0.63,174.71,0.04
25.33,23.96,4.21,0.63,175.56,0.04
25.50,23.96,4.25,0.63,176.42,0.04
25.67,23.96,4.29,0.63,177.27,0.04
25.83,23.96,4.34,0.63,178.11,0.04
26.00,23.96,4.38,0.63,178.95,0.04
26.17,24.04,4.43,0.63,179.79,0.04
