time,periods,phase,amplitude,power,frequencies
19.17,21.55,5.69,0.65,122.22,0.05
19.33,21.63,5.75,0.65,123.02,0.05
19.50,21.63,5.80,0.65,123.82,0.05
19.67,21.63,5.84,0.66,124.61,0.05
19.83,21.63,5.89,0.66,125.39,0.05
20.00,21.63,5.94,0.66,126.18,0.05
20.17,21.63,5.99,0.66,126.96,0.05
20.33,21.63,6.04,0.66,127.73,0.05
20.50,21.63,6.08,0.67,128.50,0.05
20.67,21.63,6.13,0.67,129.27,0.05
20.83,21.63,6.18,0.67,130.03,0.05
21.00,21.63,6.23,0.67,130.79,0.05
21.17,21.71,0.00,0.67,131.55,0.05
21.33,21.71,0.05,0.67,132.31,0.05
21.50,21.71,0.10,0.68,133.06,0.05
21.67,21.71,0.14,0.68,133.81,0.05
21.83,21.71,0.19,0.68,134.56,0.05
22.00,21.71,0.24,0.68,135.30,0.05
22.17,21.71,0.29,0.68,136.04,0.05
22.33,21.71,0.34,0.69,136.77,0.05
22.50,21.71,0.38,0.69,137.50,0.05
22.67,21.71,0.43,0.69,138.23,0.05
22.83,21.71,0.48,0.69,138.95,0.05
23.00,21.71,0.53,0.69,139.68,0.05
23.17,21.71,0.57,0.70,140.40,0.05
23.33,21.71,0.62,0.70,141.11,0.05
23.50,21.71,0.67,0.70,141.83,0.05
23.67,21.79,0.72,0.70,142.54,0.05
23.83,21.79,0.77,0.70,143.26,0.05
24.00,21.79,0.82,0.70,143.97,0.05
24.17,21.79,0.87,0.70,144.68,0.05
24.33,21.79,0.92,0.71,145.39,0.05
24.50,21.79,0.96,0.71,146.10,0.05
24.67,21.79,1.01,0.71,146.81,0.05
24.83,21.79,1.06,0.71,147.52,0.05
25.00,21.79,1.11,0.71,148.23,0.05
25.17,21.79,1.15,0.71,148.94,0.05
25.33,21.79,1.20,0.72,149.64,0.05
25.50,21.79,1.25,0.72,150.35,0.05
25.67,21.79,1.30,0.72,151.05,0.05
25.83,21.79,1.35,0.72,151.76,0.05
26.00,21.79,1.39,0.72,152.46,0.05
26.17,21.79,1.44,0.72,153.16,0.05
26.33,21.79,1.49,0.73,153.87,0.05
26.50,21.87,1.54,0.73,154.57,0.05
26.67,21.87,1.59,0.73,155.28,0.05
26.83,21.87,1.64,0.73,155.99,0.05
27.00,21.87,1.69,0.73,156.69,0.05
27.17,21.87,1.73,0.73,157.40,0.05
27.33,21.87,1.78,0.73,158.11,0.05
27.50,21.87,1.83,0.74,158.81,0.05
27.67,21.87,1.88,0.74,159.51,0.05
27.83,21.87,1.92,0.74,160.21,0.05
28.00,21.87,1.97,0.74,160.91,0.05
28.17,21.87,2.02,0.74,161.61,0.05
