time,periods,phase,amplitude,power,frequencies
0.00,25.45,3.04,0.32,101.63,0.04
0.17,25.45,3.08,0.33,102.36,0.04
0.33,25.45,3.13,0.33,103.08,0.04
0.50,25.45,3.17,0.33,103.81,0.04
0.67,25.45,3.21,0.33,104.53,0.04
0.83,25.36,3.23,0.33,105.26,0.04
1.00,25.36,3.28,0.33,105.98,0.04
1.17,25.36,3.32,0.33,106.70,0.04
1.33,25.36,3.36,0.33,107.42,0.04
1.50,25.36,3.40,0.34,108.14,0.04
1.67,25.36,3.44,0.34,108.86,0.04
1.83,25.36,3.48,0.34,109.57,0.04
2.00,25.36,3.52,0.34,110.29,0.04
2.17,25.36,3.56,0.34,111.00,0.04
2.33,25.36,3.60,0.34,111.71,0.04
2.50,25.36,3.64,0.34,112.42,0.04
2.67,25.36,3.68,0.34,113.13,0.04
2.83,25.36,3.73,0.34,113.84,0.04
3.00,25.36,3.77,0.35,114.54,0.04
3.17,25.36,3.81,0.35,115.24,0.04
3.33,25.36,3.85,0.35,115.94,0.04
3.50,25.36,3.89,0.35,116.63,0.04
3.67,25.36,3.93,0.35,117.33,0.04
3.83,25.36,3.97,0.35,118.02,0.04
4.00,25.36,4.01,0.35,118.71,0.04
4.17,25.36,4.05,0.35,119.40,0.04
4.33,25.36,4.09,0.35,120.08,0.04
4.50,25.36,4.13,0.35,120.76,0.04
4.67,25.36,4.17,0.36,121.44,0.04
4.83,25.36,4.22,0.36,122.11,0.04
5.00,25.36,4.26,0.36,122.79,0.04
5.17,25.36,4.30,0.36,123.45,0.04
5.33,25.36,4.34,0.36,124.12,0.04
5.50,25.36,4.38,0.36,124.78,0.04
5.67,25.36,4.42,0.36,125.44,0.04
5.83,25.36,4.46,0.36,126.10,0.04
6.00,25.36,4.50,0.36,126.75,0.04
6.17,25.36,4.54,0.36,127.40,0.04
6.33,25.36,4.58,0.36,128.05,0.04
6.50,25.36,4.62,0.37,128.69,0.04
6.67,25.36,4.66,0.37,129.32,0.04
6.83,25.36,4.71,0.37,129.96,0.04
7.00,25.36,4.75,0.37,130.59,0.04
7.17,25.36,4.79,0.37,131.21,0.04
7.33,25.36,4.83,0.37,131.84,0.04
7.50,25.36,4.87,0.37,132.46,0.04
7.67,25.36,4.91,0.37,133.07,0.04
7.83,25.36,4.95,0.37,133.68,0.04
8.00,25.36,4.99,0.37,134.28,0.04
8.17,25.36,5.03,0.37,134.89,0.04
8.33,25.36,5.07,0.38,135.48,0.04
8.50,25.36,5.11,0.38,136.07,0.04
8.67,25.36,5.15,0.38,136.66,0.04
8.83,25.36,5.19,0.38,137.25,0.04
9.00,25.36,5.24,0.38,137.82,0.04
9.17,25.36,5.28,0.38,138.40,0.04
9.33,25.36,5.32,0.38,138.97,0.04
9.50,25.36,5.36,0.38,139.53,0.04
9.67,25.36,5.40,0.38,140.09,0.04
9.83,25.36,5.44,0.38,140.64,0.04
10.00,25.36,5.48,0.38,141.19,0.04
10.17,25.36,5.52,0.38,141.74,0.04
10.33,25.36,5.56,0.38,142.28,0.04
10.50,25.36,5.60,0.39,142.81,0.04
10.67,25.36,5.64,0.39,143.34,0.04
10.83,25.36,5.68,0.39,143.86,0.04
11.00,25.36,5.72,0.39,144.38,0.04
11.17,25.36,5.77,0.39,144.89,0.04
11.33,25.36,5.81,0.39,145.40,0.04
11.50,25.36,5.85,0.39,145.90,0.04
11.67,25.36,5.89,0.39,146.40,0.04
11.83,25.36,5.93,0.39,146.89,0.04
12.00,25.36,5.97,0.39,147.38,0.04
12.17,25.36,6.01,0.39,147.86,0.04
12.33,25.36,6.05,0.39,148.33,0.04
12.50,25.36,6.09,0.39,148.80,0.04
12.67,25.36,6.13,0.39,149.26,0.04
12.83,25.36,6.17,0.39,149.72,0.04
13.00,25.36,6.21,0.40,150.17,0.04
13.17,25.36,6.25,0.40,150.61,0.04
13.33,25.36,0.01,0.40,151.05,0.04
13.50,25.36,0.05,0.40,151.49,0.04
13.67,25.36,0.09,0.40,151.91,0.04
13.83,25.36,0.13,0.40,152.33,0.04
14.00,25.36,0.18,0.40,152.75,0.04
14.17,25.36,0.22,0.40,153.16,0.04
14.33,25.36,0.26,0.40,153.56,0.04
14.50,25.45,0.30,0.40,153.96,0.04
14.67,25.45,0.34,0.40,154.35,0.04
14.83,25.45,0.38,0.40,154.74,0.04
15.00,25.45,0.42,0.40,155.12,0.04
15.17,25.45,0.46,0.40,155.49,0.04
15.33,25.45,0.51,0.40,155.86,0.04
15.50,25.45,0.55,0.40,156.22,0.04
15.67,25.45,0.59,0.40,156.58,0.04
15.83,25.45,0.63,0.40,156.93,0.04
16.00,25.45,0.67,0.40,157.27,0.04
16.17,25.45,0.71,0.40,157.61,0.04
16.33,25.45,0.75,0.40,157.94,0.04
16.50,25.45,0.79,0.40,158.26,0.04
16.67,25.45,0.83,0.41,158.58,0.04
16.83,25.45,0.87,0.41,158.89,0.04
17.00,25.45,0.91,0.41,159.19,0.04
17.17,25.45,0.95,0.41,159.49,0.04
17.33,25.45,0.99,0.41,159.78,0.04
17.50,25.45,1.03,0.41,160.07,0.04
17.67,25.45,1.07,0.41,160.35,0.04
17.83,25.45,1.11,0.41,160.62,0.04
18.00,25.45,1.16,0.41,160.88,0.04
18.17,25.45,1.20,0.41,161.14,0.04
18.33,25.45,1.24,0.41,161.39,0.04
18.50,25.45,1.28,0.41,161.64,0.04
18.67,25.45,1.32,0.41,161.88,0.04
18.83,25.45,1.36,0.41,162.11,0.04
19.00,25.55,1.40,0.41,162.34,0.04
19.17,25.55,1.44,0.41,162.56,0.04
19.33,25.55,1.48,0.41,162.77,0.04
19.50,25.55,1.52,0.41,162.98,0.04
19.67,25.55,1.56,0.41,163.19,0.04
19.83,25.55,1.60,0.41,163.38,0.04
20.00,25.55,1.64,0.41,163.57,0.04
20.17,25.55,1.68,0.41,163.75,0.04
20.33,25.55,1.73,0.41,163.93,0.04
20.50,25.55,1.77,0.41,164.10,0.04
20.67,25.55,1.81,0.41,164.26,0.04
20.83,25.55,1.85,0.41,164.42,0.04
21.00,25.55,1.89,0.41,164.57,0.04
21.17,25.55,1.93,0.41,164.71,0.04
21.33,25.55,1.97,0.41,164.85,0.04
21.50,25.55,2.01,0.41,164.98,0.04
21.67,25.55,2.05,0.41,165.10,0.04
21.83,25.55,2.09,0.41,165.22,0.04
22.00,25.55,2.13,0.41,165.33,0.04
22.17,25.55,2.17,0.41,165.44,0.04
22.33,25.55,2.21,0.41,165.53,0.04
22.50,25.55,2.25,0.41,165.62,0.04
22.67,25.55,2.29,0.41,165.71,0.04
22.83,25.64,2.33,0.41,165.79,0.04
23.00,25.64,2.37,0.41,165.86,0.04
23.17,25.64,2.41,0.41,165.93,0.04
23.33,25.64,2.45,0.41,166.00,0.04
23.50,25.64,2.49,0.41,166.05,0.04
23.67,25.64,2.54,0.41,166.10,0.04
23.83,25.64,2.58,0.41,166.14,0.04
24.00,25.64,2.62,0.41,166.18,0.04
24.17,25.64,2.66,0.41,166.21,0.04
24.33,25.64,2.70,0.41,166.24,0.04
24.50,25.64,2.74,0.41,166.26,0.04
24.67,25.64,2.78,0.41,166.27,0.04
24.83,25.64,2.82,0.41,166.27,0.04
25.00,25.64,2.86,0.41,166.27,0.04
25.17,25.64,2.90,0.41,166.26,0.04
25.33,25.64,2.94,0.41,166.25,0.04
25.50,25.64,2.98,0.41,166.23,0.04
25.67,25.64,3.02,0.41,166.21,0.04
25.83,25.64,3.06,0.41,166.17,0.04
26.00,25.64,3.10,0.41,166.14,0.04
26.17,25.64,3.14,0.41,166.09,0.04
26.33,25.74,3.18,0.41,166.05,0.04
26.50,25.74,3.22,0.41,165.99,0.04
26.67,25.74,3.26,0.41,165.94,0.04
26.83,25.74,3.30,0.41,165.87,0.04
27.00,25.74,3.34,0.41,165.80,0.04
27.17,25.74,3.38,0.41,165.73,0.04
27.33,25.74,3.42,0.41,165.65,0.04
27.50,25.74,3.46,0.41,165.56,0.04
27.67,25.74,3.50,0.41,165.47,0.04
27.83,25.74,3.54,0.41,165.37,0.04
28.00,25.74,3.58,0.41,165.26,0.04
28.17,25.74,3.62,0.41,165.15,0.04
28.33,25.74,3.66,0.41,165.03,0.04
28.50,25.74,3.70,0.41,164.91,0.04
28.67,25.74,3.74,0.41,164.78,0.04
28.83,25.74,3.78,0.41,164.65,0.04
29.00,25.74,3.82,0.41,164.51,0.04
29.17,25.74,3.86,0.41,164.37,0.04
29.33,25.83,3.90,0.41,164.22,0.04
29.50,25.83,3.94,0.41,164.07,0.04
29.67,25.83,3.98,0.41,163.91,0.04
29.83,25.83,4.02,0.41,163.75,0.04
30.00,25.83,4.06,0.41,163.58,0.04
30.17,25.83,4.10,0.41,163.41,0.04
30.33,25.83,4.14,0.41,163.23,0.04
30.50,25.83,4.18,0.41,163.05,0.04
30.67,25.83,4.22,0.41,162.86,0.04
30.83,25.83,4.26,0.41,162.66,0.04
31.00,25.83,4.30,0.41,162.46,0.04
31.17,25.83,4.34,0.41,162.26,0.04
31.33,25.83,4.38,0.41,162.05,0.04
31.50,25.83,4.42,0.41,161.83,0.04
31.67,25.83,4.46,0.41,161.61,0.04
31.83,25.83,4.50,0.41,161.39,0.04
32.00,25.83,4.54,0.41,161.16,0.04
32.17,25.93,4.58,0.40,160.92,0.04
32.33,25.93,4.62,0.40,160.69,0.04
32.50,25.93,4.66,0.40,160.45,0.04
