time,periods,phase,amplitude,power,frequencies
19.83,21.87,0.27,0.67,133.09,0.05
20.00,21.87,0.32,0.68,133.97,0.05
20.17,21.87,0.37,0.68,134.85,0.05
20.33,21.87,0.41,0.68,135.72,0.05
20.50,21.87,0.46,0.68,136.60,0.05
20.67,21.87,0.51,0.69,137.47,0.05
20.83,21.87,0.56,0.69,138.35,0.05
21.00,21.87,0.60,0.69,139.22,0.05
21.17,21.87,0.65,0.69,140.09,0.05
21.33,21.95,0.71,0.69,140.96,0.05
21.50,21.95,0.75,0.70,141.83,0.05
21.67,21.95,0.80,0.70,142.70,0.05
21.83,21.95,0.85,0.70,143.57,0.05
22.00,21.95,0.90,0.70,144.44,0.05
22.17,21.95,0.94,0.70,145.30,0.05
22.33,21.95,0.99,0.71,146.16,0.05
22.50,21.95,1.04,0.71,147.02,0.05
22.67,21.95,1.09,0.71,147.88,0.05
22.83,21.95,1.13,0.71,148.74,0.05
23.00,21.95,1.18,0.71,149.60,0.05
23.17,21.95,1.23,0.72,150.45,0.05
23.33,21.95,1.28,0.72,151.30,0.05
23.50,21.95,1.32,0.72,152.15,0.05
23.67,21.95,1.37,0.72,153.00,0.05
23.83,21.95,1.42,0.72,153.84,0.05
24.00,21.95,1.47,0.73,154.69,0.05
24.17,21.95,1.51,0.73,155.53,0.05
24.33,21.95,1.56,0.73,156.37,0.05
24.50,21.95,1.61,0.73,157.20,0.05
24.67,21.95,1.66,0.73,158.04,0.05
24.83,21.95,1.70,0.74,158.87,0.05
25.00,21.95,1.75,0.74,159.70,0.05
25.17,21.95,1.80,0.74,160.53,0.05
25.33,21.95,1.85,0.74,161.35,0.05
25.50,21.95,1.89,0.74,162.17,0.05
25.67,21.95,1.94,0.75,162.99,0.05
25.83,21.95,1.99,0.75,163.81,0.05
26.00,21.95,2.03,0.75,164.63,0.05
26.17,21.95,2.08,0.75,165.44,0.05
26.33,21.95,2.13,0.75,166.25,0.05
26.50,21.95,2.18,0.75,167.06,0.05
26.67,21.95,2.22,0.76,167.86,0.05
26.83,22.03,2.28,0.76,168.66,0.05
27.00,22.03,2.33,0.76,169.47,0.05
27.17,22.03,2.37,0.76,170.27,0.05
27.33,22.03,2.42,0.76,171.06,0.05
27.50,22.03,2.47,0.76,171.86,0.05
27.67,22.03,2.52,0.77,172.65,0.05
27.83,22.03,2.56,0.77,173.44,0.05
28.00,22.03,2.61,0.77,174.23,0.05
28.17,22.03,2.66,0.77,175.01,0.05
28.33,22.03,2.70,0.77,175.79,0.05
28.50,22.03,2.75,0.77,176.57,0.05
28.67,22.03,2.80,0.78,177.34,0.05
28.83,22.03,2.85,0.78,178.12,0.05
29.00,22.03,2.89,0.78,178.88,0.05
29.17,22.03,2.94,0.78,179.65,0.05
29.33,22.03,2.99,0.78,180.41,0.05
29.50,22.03,3.04,0.78,181.17,0.05
29.67,22.03,3.08,0.79,181.92,0.05
29.83,22.03,3.13,0.79,182.68,0.05
30.00,22.03,3.18,0.79,183.42,0.05
30.17,22.03,3.22,0.79,184.17,0.05
30.33,22.03,3.27,0.79,184.91,0.05
30.50,22.03,3.32,0.79,185.65,0.05
30.67,22.03,3.37,0.80,186.38,0.05
30.83,22.03,3.41,0.80,187.11,0.05
31.00,22.03,3.46,0.80,187.84,0.05
31.17,22.03,3.51,0.80,188.57,0.05
31.33,22.03,3.55,0.80,189.28,0.05
31.50,22.03,3.60,0.80,190.00,0.05
31.67,22.03,3.65,0.80,190.71,0.05
31.83,22.11,3.70,0.80,191.42,0.05
32.00,22.11,3.75,0.81,192.13,0.05
32.17,22.11,3.80,0.81,192.84,0.05
32.33,22.11,3.84,0.81,193.54,0.05
32.50,22.11,3.89,0.81,194.24,0.05
32.67,22.11,3.94,0.81,194.93,0.05
32.83,22.11,3.98,0.81,195.62,0.05
33.00,22.11,4.03,0.81,196.31,0.05
33.17,22.11,4.08,0.82,196.99,0.05
33.33,22.11,4.13,0.82,197.67,0.05
33.50,22.11,4.17,0.82,198.34,0.05
33.67,22.11,4.22,0.82,199.01,0.05
33.83,22.11,4.27,0.82,199.68,0.05
34.00,22.11,4.31,0.82,200.34,0.05
34.17,22.11,4.36,0.82,201.00,0.05
34.33,22.11,4.41,0.83,201.65,0.05
34.50,22.11,4.46,0.83,202.30,0.05
34.67,22.11,4.50,0.83,202.95,0.05
34.83,22.11,4.55,0.83,203.59,0.05
35.00,22.11,4.60,0.83,204.23,0.05
35.17,22.11,4.64,0.83,204.86,0.05
35.33,22.11,4.69,0.83,205.49,0.05
35.50,22.11,4.74,0.83,206.12,0.05
35.67,22.11,4.78,0.84,206.74,0.05
35.83,22.11,4.83,0.84,207.36,0.05
36.00,22.11,4.88,0.84,207.97,0.05
36.17,22.11,4.93,0.84,208.58,0.05
36.33,22.11,4.97,0.84,209.19,0.05
36.50,22.11,5.02,0.84,209.79,0.05
36.67,22.19,5.07,0.84,210.39,0.05
36.83,22.19,5.12,0.84,210.99,0.05
37.00,22.19,5.17,0.84,211.58,0.05
37.17,22.19,5.21,0.85,212.18,0.05
37.33,22.19,5.26,0.85,212.76,0.05
37.50,22.19,5.31,0.85,213.35,0.05
37.67,22.19,5.35,0.85,213.93,0.05
37.83,22.19,5.40,0.85,214.50,0.05
38.00,22.19,5.45,0.85,215.08,0.05
38.17,22.19,5.49,0.85,215.65,0.05
38.33,22.19,5.54,0.85,216.21,0.05
38.50,22.19,5.59,0.85,216.77,0.05
38.67,22.19,5.64,0.86,217.33,0.05
38.83,22.19,5.68,0.86,217.89,0.05
39.00,22.19,5.73,0.86,218.44,0.05
39.17,22.19,5.78,0.86,218.98,0.05
39.33,22.19,5.82,0.86,219.53,0.05
39.50,22.19,5.87,0.86,220.07,0.05
39.67,22.19,5.92,0.86,220.60,0.05
39.83,22.19,5.96,0.86,221.13,0.05
40.00,22.19,6.01,0.86,221.66,0.05
40.17,22.19,6.06,0.87,222.19,0.05
40.33,22.19,6.11,0.87,222.71,0.05
40.50,22.19,6.15,0.87,223.22,0.05
40.67,22.19,6.20,0.87,223.74,0.05
40.83,22.19,6.25,0.87,224.25,0.05
41.00,22.19,0.01,0.87,224.75,0.05
41.17,22.19,0.06,0.87,225.25,0.05
41.33,22.19,0.10,0.87,225.75,0.05
41.50,22.19,0.15,0.87,226.25,0.05
41.67,22.19,0.20,0.87,226.74,0.05
41.83,22.27,0.25,0.87,227.23,0.04
42.00,22.27,0.29,0.87,227.72,0.04
42.17,22.27,0.34,0.88,228.20,0.04
42.33,22.27,0.39,0.88,228.68,0.04
42.50,22.27,0.43,0.88,229.16,0.04
42.67,22.27,0.48,0.88,229.63,0.04
42.83,22.27,0.53,0.88,230.10,0.04
43.00,22.27,0.58,0.88,230.57,0.04
43.17,22.27,0.62,0.88,231.03,0.04
