time,periods,phase,amplitude,power,frequencies
0.00,19.42,5.20,0.25,39.44,0.05
0.17,19.33,5.24,0.26,39.77,0.05
0.33,19.33,5.29,0.26,40.09,0.05
0.50,19.33,5.35,0.26,40.42,0.05
0.67,19.33,5.40,0.26,40.74,0.05
0.83,19.25,5.44,0.26,41.07,0.05
1.00,19.25,5.50,0.26,41.39,0.05
1.17,19.25,5.55,0.26,41.71,0.05
1.33,19.16,5.59,0.26,42.03,0.05
1.50,19.16,5.64,0.26,42.34,0.05
1.67,19.16,5.70,0.27,42.66,0.05
1.83,19.16,5.75,0.27,42.98,0.05
2.00,19.16,5.81,0.27,43.29,0.05
2.17,19.08,5.85,0.27,43.61,0.05
2.33,19.08,5.90,0.27,43.90,0.05
2.50,19.08,5.96,0.27,44.21,0.05
2.67,19.08,6.01,0.27,44.50,0.05
2.83,19.08,6.06,0.27,44.79,0.05
3.00,18.99,6.11,0.27,45.08,0.05
3.17,18.99,6.16,0.28,45.37,0.05
3.33,18.99,6.21,0.28,45.66,0.05
3.50,18.99,6.27,0.28,45.93,0.05
3.67,18.99,0.04,0.28,46.20,0.05
3.83,18.99,0.09,0.28,46.47,0.05
4.00,18.90,0.14,0.28,46.74,0.05
4.17,18.90,0.19,0.28,47.00,0.05
4.33,18.90,0.25,0.28,47.25,0.05
4.50,18.90,0.30,0.28,47.51,0.05
4.67,18.90,0.36,0.28,47.76,0.05
4.83,18.90,0.41,0.28,48.00,0.05
5.00,18.90,0.46,0.28,48.24,0.05
5.17,18.82,0.51,0.29,48.47,0.05
5.33,18.82,0.57,0.29,48.70,0.05
5.50,18.82,0.62,0.29,48.92,0.05
5.67,18.82,0.67,0.29,49.14,0.05
5.83,18.82,0.73,0.29,49.35,0.05
6.00,18.82,0.78,0.29,49.56,0.05
6.17,18.82,0.84,0.29,49.76,0.05
6.33,18.82,0.89,0.29,49.95,0.05
6.50,18.73,0.94,0.29,50.14,0.05
6.67,18.73,1.00,0.29,50.33,0.05
6.83,18.73,1.05,0.29,50.51,0.05
7.00,18.73,1.11,0.29,50.68,0.05
7.17,18.73,1.16,0.29,50.85,0.05
7.33,18.73,1.21,0.29,51.02,0.05
7.50,18.73,1.27,0.29,51.18,0.05
7.67,18.73,1.32,0.30,51.32,0.05
7.83,18.73,1.38,0.30,51.47,0.05
8.00,18.73,1.43,0.30,51.62,0.05
8.17,18.65,1.48,0.30,51.76,0.05
8.33,18.65,1.54,0.30,51.89,0.05
8.50,18.65,1.59,0.30,52.02,0.05
8.67,18.65,1.65,0.30,52.14,0.05
8.83,18.65,1.70,0.30,52.24,0.05
9.00,18.65,1.76,0.30,52.36,0.05
9.17,18.65,1.81,0.30,52.46,0.05
9.33,18.65,1.87,0.30,52.55,0.05
9.50,18.65,1.93,0.30,52.63,0.05
9.67,18.65,1.98,0.30,52.72,0.05
9.83,18.65,2.04,0.30,52.79,0.05
10.00,18.65,2.09,0.30,52.86,0.05
10.17,18.56,2.14,0.30,52.92,0.05
10.33,18.56,2.20,0.30,52.97,0.05
10.50,18.56,2.25,0.30,53.02,0.05
10.67,18.56,2.31,0.30,53.07,0.05
10.83,18.56,2.36,0.30,53.11,0.05
11.00,18.56,2.42,0.30,53.15,0.05
11.17,18.56,2.48,0.30,53.17,0.05
11.33,18.56,2.53,0.30,53.19,0.05
11.50,18.56,2.59,0.30,53.21,0.05
11.67,18.56,2.64,0.30,53.21,0.05
11.83,18.56,2.70,0.30,53.21,0.05
12.00,18.56,2.75,0.30,53.20,0.05
12.17,18.56,2.81,0.30,53.19,0.05
12.33,18.56,2.86,0.30,53.17,0.05
12.50,18.56,2.92,0.30,53.15,0.05
12.67,18.56,2.97,0.30,53.12,0.05
12.83,18.48,3.03,0.30,53.08,0.05
13.00,18.48,3.09,0.30,53.04,0.05
13.17,18.48,3.14,0.30,53.00,0.05
13.33,18.48,3.20,0.30,52.95,0.05
13.50,18.48,3.25,0.30,52.89,0.05
13.67,18.48,3.31,0.30,52.83,0.05
13.83,18.48,3.36,0.30,52.76,0.05
14.00,18.48,3.42,0.30,52.68,0.05
14.17,18.48,3.48,0.30,52.60,0.05
14.33,18.48,3.53,0.30,52.52,0.05
14.50,18.48,3.59,0.30,52.43,0.05
14.67,18.48,3.64,0.30,52.33,0.05
14.83,18.48,3.70,0.30,52.23,0.05
15.00,18.48,3.75,0.30,52.12,0.05
15.17,18.48,3.81,0.30,52.01,0.05
15.33,18.48,3.87,0.30,51.89,0.05
15.50,18.48,3.92,0.30,51.77,0.05
15.67,18.48,3.98,0.30,51.63,0.05
15.83,18.48,4.03,0.30,51.50,0.05
16.00,18.48,4.09,0.30,51.36,0.05
16.17,18.48,4.14,0.30,51.21,0.05
16.33,18.48,4.20,0.30,51.07,0.05
16.50,18.48,4.26,0.30,50.90,0.05
16.67,18.48,4.31,0.30,50.74,0.05
16.83,18.48,4.37,0.29,50.58,0.05
17.00,18.48,4.42,0.29,50.41,0.05
17.17,18.48,4.48,0.29,50.24,0.05
17.33,18.48,4.54,0.29,50.06,0.05
17.50,18.48,4.59,0.29,49.88,0.05
17.67,18.48,4.65,0.29,49.69,0.05
17.83,18.48,4.70,0.29,49.50,0.05
18.00,18.48,4.76,0.29,49.30,0.05
18.17,18.48,4.82,0.29,49.11,0.05
18.33,18.48,4.87,0.29,48.91,0.05
18.50,18.48,4.93,0.29,48.70,0.05
18.67,18.48,4.98,0.29,48.50,0.05
18.83,18.48,5.04,0.29,48.28,0.05
19.00,18.48,5.09,0.29,48.06,0.05
19.17,18.48,5.15,0.29,47.84,0.05
19.33,18.48,5.21,0.29,47.62,0.05
19.50,18.48,5.26,0.29,47.39,0.05
19.67,18.48,5.32,0.28,47.16,0.05
19.83,18.48,5.38,0.28,46.92,0.05
20.00,18.39,5.44,0.28,46.69,0.05
20.17,18.39,5.50,0.28,46.46,0.05
20.33,18.39,5.55,0.28,46.22,0.05
20.50,18.39,5.61,0.28,45.97,0.05
20.67,18.39,5.66,0.28,45.73,0.05
20.83,18.39,5.72,0.28,45.48,0.05
21.00,18.39,5.78,0.28,45.23,0.05
21.17,18.39,5.83,0.28,44.97,0.05
21.33,18.39,5.89,0.28,44.72,0.05
21.50,18.39,5.95,0.28,44.46,0.05
21.67,18.39,6.00,0.28,44.21,0.05
21.83,18.39,6.06,0.28,43.95,0.05
22.00,18.39,6.11,0.27,43.69,0.05
22.17,18.39,6.17,0.27,43.42,0.05
22.33,18.39,6.23,0.27,43.16,0.05
22.50,18.39,0.00,0.27,42.89,0.05
22.67,18.39,0.06,0.27,42.62,0.05
22.83,18.39,0.11,0.27,42.36,0.05
23.00,18.39,0.17,0.27,42.09,0.05
23.17,18.39,0.23,0.27,41.82,0.05
23.33,18.39,0.28,0.27,41.54,0.05
23.50,18.39,0.34,0.27,41.27,0.05
23.67,18.39,0.40,0.27,41.00,0.05
23.83,18.39,0.45,0.27,40.72,0.05
24.00,18.39,0.51,0.26,40.45,0.05
24.17,18.39,0.57,0.26,40.18,0.05
24.33,18.39,0.62,0.26,39.90,0.05
24.50,18.39,0.68,0.26,39.63,0.05
24.67,18.39,0.74,0.26,39.35,0.05
24.83,18.39,0.79,0.26,39.08,0.05
25.00,18.39,0.85,0.26,38.80,0.05
25.17,18.39,0.91,0.26,38.53,0.05
25.33,18.39,0.96,0.26,38.25,0.05
25.50,18.39,1.02,0.26,37.98,0.05
25.67,18.39,1.08,0.26,37.70,0.05
25.83,18.39,1.13,0.25,37.43,0.05
26.00,18.39,1.19,0.25,37.16,0.05
26.17,18.39,1.25,0.25,36.89,0.05
26.33,18.39,1.30,0.25,36.61,0.05
26.50,29.67,5.50,0.20,36.35,0.03
26.67,29.67,5.53,0.20,36.29,0.03
26.83,29.75,5.56,0.20,36.22,0.03
27.00,29.75,5.60,0.20,36.11,0.03
27.17,29.75,5.63,0.20,36.05,0.03
27.33,29.75,5.67,0.20,35.98,0.03
27.50,29.75,5.70,0.20,35.93,0.03
27.67,29.75,5.74,0.20,35.89,0.03
27.83,29.84,5.77,0.20,35.78,0.03
28.00,29.84,5.80,0.19,35.69,0.03
28.17,29.84,5.84,0.19,35.62,0.03
28.33,29.84,5.87,0.19,35.52,0.03
28.50,29.84,5.91,0.19,35.40,0.03
28.67,29.84,5.94,0.19,35.33,0.03
28.83,29.84,5.97,0.19,35.29,0.03
29.00,29.92,6.01,0.19,35.19,0.03
29.17,29.92,6.04,0.19,35.10,0.03
29.33,29.92,6.08,0.19,35.01,0.03
29.50,29.92,6.11,0.19,34.92,0.03
29.67,29.92,6.15,0.19,34.83,0.03
29.83,29.92,6.18,0.19,34.77,0.03
30.00,29.92,6.21,0.19,34.66,0.03
30.17,29.92,6.25,0.19,34.54,0.03
30.33,30.01,6.28,0.19,34.41,0.03
30.50,30.01,0.03,0.19,34.30,0.03
30.67,30.01,0.07,0.19,34.25,0.03
30.83,30.01,0.10,0.19,34.12,0.03
31.00,30.01,0.14,0.19,34.03,0.03
31.17,30.01,0.17,0.19,33.97,0.03
31.33,30.01,0.21,0.19,33.86,0.03
31.50,30.01,0.24,0.19,33.78,0.03
31.67,30.01,0.27,0.19,33.65,0.03
31.83,30.01,0.31,0.19,33.56,0.03
32.00,30.10,0.34,0.19,33.46,0.03
32.17,30.10,0.38,0.19,33.41,0.03
32.33,30.10,0.41,0.19,33.28,0.03
32.50,30.10,0.44,0.19,33.18,0.03
32.67,30.10,0.48,0.19,33.07,0.03
32.83,30.10,0.51,0.19,33.01,0.03
33.00,30.10,0.55,0.19,32.90,0.03
33.17,30.10,0.58,0.19,32.79,0.03
33.33,30.10,0.62,0.19,32.69,0.03
33.50,30.10,0.65,0.19,32.61,0.03
33.67,30.10,0.69,0.19,32.50,0.03
33.83,30.10,0.72,0.18,32.39,0.03
34.00,30.10,0.76,0.18,32.29,0.03
34.17,30.10,0.79,0.18,32.16,0.03
34.33,30.10,0.83,0.18,32.07,0.03
34.50,30.10,0.86,0.18,31.96,0.03
34.67,30.10,0.90,0.18,31.85,0.03
34.83,30.10,0.93,0.18,31.76,0.03
35.00,30.10,0.97,0.18,31.66,0.03
35.17,30.10,1.00,0.18,31.56,0.03
35.33,30.18,1.03,0.18,31.49,0.03
35.50,30.18,1.07,0.18,31.39,0.03
35.67,30.18,1.10,0.18,31.30,0.03
35.83,30.18,1.14,0.18,31.20,0.03
36.00,30.18,1.17,0.18,31.10,0.03
36.17,30.18,1.21,0.18,31.02,0.03
36.33,30.18,1.24,0.18,30.94,0.03
36.50,30.18,1.28,0.18,30.85,0.03
36.67,30.18,1.31,0.18,30.78,0.03
36.83,30.18,1.35,0.18,30.69,0.03
37.00,30.18,1.38,0.18,30.60,0.03
37.17,30.18,1.42,0.18,30.52,0.03
37.33,30.18,1.45,0.18,30.44,0.03
37.50,30.18,1.49,0.18,30.35,0.03
37.67,30.18,1.52,0.18,30.27,0.03
37.83,30.27,1.55,0.18,30.19,0.03
38.00,30.27,1.58,0.18,30.11,0.03
38.17,30.27,1.62,0.18,30.03,0.03
38.33,30.27,1.65,0.18,29.95,0.03
38.50,30.27,1.69,0.18,29.87,0.03
38.67,30.27,1.72,0.18,29.79,0.03
38.83,30.27,1.75,0.18,29.71,0.03
39.00,30.35,1.78,0.18,29.63,0.03
39.17,30.35,1.82,0.18,29.56,0.03
39.33,30.35,1.85,0.18,29.48,0.03
39.50,30.35,1.89,0.18,29.40,0.03
39.67,30.35,1.92,0.18,29.32,0.03
39.83,30.35,1.95,0.17,29.23,0.03
40.00,30.44,1.98,0.17,29.15,0.03
40.17,30.44,2.02,0.17,29.07,0.03
40.33,30.44,2.05,0.17,28.99,0.03
40.50,30.44,2.08,0.17,28.90,0.03
40.67,30.52,2.11,0.17,28.81,0.03
40.83,30.52,2.15,0.17,28.73,0.03
41.00,30.52,2.18,0.17,28.63,0.03
41.17,30.52,2.21,0.17,28.54,0.03
41.33,30.52,2.25,0.17,28.46,0.03
41.50,30.61,2.28,0.17,28.37,0.03
41.67,30.61,2.31,0.17,28.28,0.03
41.83,30.61,2.34,0.17,28.18,0.03
42.00,30.69,2.37,0.17,28.08,0.03
42.17,30.69,2.40,0.17,27.98,0.03
42.33,30.69,2.44,0.17,27.88,0.03
42.50,30.69,2.47,0.17,27.80,0.03
42.67,30.78,2.50,0.17,27.69,0.03
42.83,30.78,2.53,0.17,27.59,0.03
43.00,30.78,2.56,0.17,27.49,0.03
43.17,30.86,2.59,0.17,27.39,0.03
43.33,30.86,2.62,0.17,27.29,0.03
43.50,30.86,2.66,0.17,27.19,0.03
43.67,30.95,2.68,0.17,27.08,0.03
43.83,30.95,2.72,0.17,26.97,0.03
44.00,30.95,2.75,0.17,26.86,0.03
44.17,31.04,2.78,0.17,26.75,0.03
44.33,31.04,2.81,0.17,26.63,0.03
44.50,31.04,2.84,0.16,26.51,0.03
44.67,31.12,2.87,0.16,26.40,0.03
44.83,31.12,2.90,0.16,26.27,0.03
45.00,31.21,2.93,0.16,26.16,0.03
45.17,31.21,2.96,0.16,26.05,0.03
45.33,31.21,2.99,0.16,25.93,0.03
45.50,31.29,3.02,0.16,25.80,0.03
45.67,31.29,3.05,0.16,25.65,0.03
45.83,31.38,3.08,0.16,25.51,0.03
46.00,31.38,3.11,0.16,25.38,0.03
46.17,31.46,3.13,0.16,25.25,0.03
46.33,31.46,3.17,0.16,25.13,0.03
46.50,31.55,3.19,0.16,25.01,0.03
46.67,31.55,3.22,0.16,24.90,0.03
46.83,31.55,3.26,0.16,24.76,0.03
47.00,31.63,3.28,0.16,24.62,0.03
47.17,31.63,3.31,0.16,24.47,0.03
47.33,31.72,3.34,0.16,24.35,0.03
47.50,31.72,3.37,0.16,24.20,0.03
47.67,31.80,3.40,0.15,24.05,0.03
47.83,31.89,3.42,0.15,23.89,0.03
48.00,31.89,3.45,0.15,23.71,0.03
48.17,31.97,3.48,0.15,23.58,0.03
48.33,32.06,3.50,0.15,23.38,0.03
48.50,32.06,3.53,0.15,23.22,0.03
48.67,32.15,3.56,0.15,23.06,0.03
48.83,32.15,3.59,0.15,22.90,0.03
49.00,32.23,3.61,0.15,22.76,0.03
49.17,32.32,3.64,0.15,22.57,0.03
49.33,32.40,3.66,0.15,22.43,0.03
49.50,32.40,3.69,0.15,22.28,0.03
49.67,32.49,3.72,0.15,22.11,0.03
49.83,32.57,3.74,0.15,21.94,0.03
50.00,32.66,3.76,0.15,21.76,0.03
50.17,32.66,3.79,0.14,21.58,0.03
50.33,32.74,3.82,0.14,21.41,0.03
50.50,32.83,3.84,0.14,21.26,0.03
50.67,32.91,3.86,0.14,21.10,0.03
50.83,33.00,3.89,0.14,20.96,0.03
51.00,33.00,3.92,0.14,20.83,0.03
51.17,33.00,3.95,0.14,20.69,0.03
51.33,33.00,3.98,0.14,20.53,0.03
51.50,33.00,4.01,0.14,20.37,0.03
51.67,33.00,4.04,0.14,20.19,0.03
51.83,33.00,4.07,0.14,20.00,0.03
52.00,33.00,4.10,0.14,19.85,0.03
52.17,33.00,4.13,0.14,19.68,0.03
52.33,33.00,4.16,0.14,19.55,0.03
52.50,33.00,4.19,0.14,19.40,0.03
52.67,33.00,4.22,0.14,19.25,0.03
52.83,33.00,4.25,0.14,19.10,0.03
53.00,33.00,4.28,0.14,18.96,0.03
53.17,33.00,4.32,0.13,18.81,0.03
53.33,33.00,4.35,0.13,18.67,0.03
53.50,33.00,4.38,0.13,18.55,0.03
53.67,33.00,4.41,0.13,18.41,0.03
53.83,33.00,4.44,0.13,18.28,0.03
54.00,33.00,4.47,0.13,18.15,0.03
54.17,33.00,4.50,0.13,18.04,0.03
54.33,33.00,4.53,0.13,17.91,0.03
54.50,33.00,4.56,0.13,17.81,0.03
54.67,33.00,4.59,0.13,17.70,0.03
54.83,33.00,4.62,0.13,17.59,0.03
55.00,33.00,4.66,0.13,17.49,0.03
55.17,33.00,4.69,0.13,17.39,0.03
55.33,33.00,4.72,0.13,17.32,0.03
55.50,33.00,4.75,0.13,17.23,0.03
55.67,33.00,4.78,0.13,17.12,0.03
55.83,33.00,4.81,0.13,17.05,0.03
56.00,33.00,4.84,0.13,16.97,0.03
56.17,33.00,4.87,0.13,16.89,0.03
56.33,33.00,4.90,0.13,16.87,0.03
56.50,33.00,4.93,0.13,16.84,0.03
56.67,33.00,4.96,0.13,16.81,0.03
56.83,33.00,4.99,0.13,16.76,0.03
57.00,33.00,5.02,0.13,16.72,0.03
57.17,33.00,5.05,0.13,16.70,0.03
57.33,33.00,5.08,0.13,16.70,0.03
57.50,33.00,5.11,0.13,16.69,0.03
57.67,33.00,5.13,0.13,16.69,0.03
57.83,33.00,5.16,0.13,16.70,0.03
58.00,33.00,5.19,0.13,16.73,0.03
58.17,33.00,5.21,0.13,16.77,0.03
58.33,33.00,5.24,0.13,16.80,0.03
58.50,33.00,5.27,0.13,16.87,0.03
58.67,33.00,5.29,0.13,16.92,0.03
58.83,33.00,5.32,0.13,16.97,0.03
59.00,33.00,5.34,0.13,17.01,0.03
59.17,33.00,5.37,0.13,17.08,0.03
59.33,33.00,5.39,0.13,17.16,0.03
59.50,33.00,5.41,0.13,17.24,0.03
59.67,33.00,5.43,0.13,17.33,0.03
59.83,33.00,5.45,0.13,17.42,0.03
60.00,33.00,5.48,0.13,17.51,0.03
60.17,33.00,5.50,0.13,17.50,0.03
60.33,33.00,5.53,0.13,17.44,0.03
60.50,33.00,5.56,0.13,17.35,0.03
60.67,33.00,5.59,0.13,17.26,0.03
60.83,33.00,5.62,0.13,17.15,0.03
61.00,33.00,5.65,0.13,17.03,0.03
61.17,33.00,5.68,0.13,16.90,0.03
61.33,33.00,5.71,0.13,16.75,0.03
61.50,33.00,5.74,0.13,16.63,0.03
90.00,23.94,1.70,0.15,16.56,0.04
90.17,23.94,1.75,0.15,16.66,0.04
90.33,23.94,1.79,0.15,16.75,0.04
90.50,23.94,1.84,0.15,16.84,0.04
90.67,23.94,1.88,0.15,16.94,0.04
90.83,23.94,1.92,0.15,17.04,0.04
91.00,23.94,1.97,0.15,17.13,0.04
91.17,23.94,2.01,0.15,17.23,0.04
91.33,23.94,2.06,0.15,17.32,0.04
91.50,23.94,2.10,0.15,17.41,0.04
91.67,23.94,2.14,0.15,17.51,0.04
91.83,23.94,2.19,0.15,17.62,0.04
92.00,23.94,2.23,0.15,17.72,0.04
92.17,24.03,2.28,0.15,17.82,0.04
92.33,24.03,2.33,0.15,17.93,0.04
92.50,24.03,2.37,0.15,18.02,0.04
92.67,24.03,2.42,0.15,18.13,0.04
92.83,24.03,2.46,0.16,18.25,0.04
