time,periods,phase,amplitude,power,frequencies
5.83,24.97,4.61,0.35,93.85,0.04
6.00,24.97,4.65,0.35,94.53,0.04
6.17,24.97,4.70,0.35,95.22,0.04
6.33,24.97,4.74,0.35,95.90,0.04
6.50,24.97,4.78,0.35,96.59,0.04
6.67,24.97,4.82,0.35,97.28,0.04
6.83,24.97,4.86,0.35,97.96,0.04
7.00,24.97,4.90,0.35,98.65,0.04
7.17,25.06,4.96,0.36,99.33,0.04
7.33,25.06,5.00,0.36,100.02,0.04
7.50,25.06,5.04,0.36,100.71,0.04
7.67,25.06,5.08,0.36,101.40,0.04
7.83,25.06,5.12,0.36,102.08,0.04
8.00,25.06,5.16,0.36,102.77,0.04
8.17,25.06,5.21,0.36,103.45,0.04
8.33,25.06,5.25,0.36,104.14,0.04
8.50,25.06,5.29,0.37,104.83,0.04
8.67,25.06,5.33,0.37,105.51,0.04
8.83,25.06,5.37,0.37,106.20,0.04
9.00,25.06,5.41,0.37,106.88,0.04
9.17,25.06,5.46,0.37,107.56,0.04
9.33,25.06,5.50,0.37,108.24,0.04
9.50,25.06,5.54,0.37,108.92,0.04
9.67,25.06,5.58,0.37,109.61,0.04
9.83,25.06,5.62,0.37,110.29,0.04
10.00,25.06,5.66,0.38,110.97,0.04
10.17,25.06,5.70,0.38,111.65,0.04
10.33,25.06,5.75,0.38,112.32,0.04
10.50,25.06,5.79,0.38,113.00,0.04
10.67,25.06,5.83,0.38,113.68,0.04
10.83,25.06,5.87,0.38,114.35,0.04
11.00,25.06,5.91,0.38,115.03,0.04
11.17,25.06,5.95,0.38,115.70,0.04
11.33,25.14,6.00,0.38,116.37,0.04
11.50,25.14,6.04,0.39,117.04,0.04
11.67,25.14,6.09,0.39,117.71,0.04
11.83,25.14,6.13,0.39,118.38,0.04
12.00,25.14,6.17,0.39,119.05,0.04
12.17,25.14,6.21,0.39,119.72,0.04
12.33,25.14,6.25,0.39,120.38,0.04
12.50,25.14,0.01,0.39,121.05,0.04
12.67,25.14,0.05,0.39,121.71,0.04
12.83,25.14,0.09,0.39,122.37,0.04
13.00,25.14,0.13,0.39,123.03,0.04
13.17,25.14,0.17,0.40,123.69,0.04
13.33,25.14,0.22,0.40,124.34,0.04
13.50,25.14,0.26,0.40,124.99,0.04
13.67,25.14,0.30,0.40,125.64,0.04
13.83,25.14,0.34,0.40,126.29,0.04
14.00,25.14,0.38,0.40,126.94,0.04
14.17,25.23,0.43,0.40,127.58,0.04
14.33,25.23,0.47,0.40,128.23,0.04
14.50,25.23,0.51,0.40,128.87,0.04
14.67,25.23,0.55,0.40,129.51,0.04
14.83,25.23,0.60,0.41,130.15,0.04
15.00,25.23,0.64,0.41,130.79,0.04
15.17,25.23,0.68,0.41,131.43,0.04
15.33,25.23,0.72,0.41,132.06,0.04
15.50,25.23,0.76,0.41,132.69,0.04
15.67,25.23,0.80,0.41,133.32,0.04
15.83,25.23,0.84,0.41,133.94,0.04
16.00,25.23,0.88,0.41,134.57,0.04
16.17,25.23,0.92,0.41,135.19,0.04
16.33,25.23,0.97,0.41,135.80,0.04
16.50,25.31,1.01,0.41,136.42,0.04
16.67,25.31,1.05,0.42,137.04,0.04
16.83,25.31,1.10,0.42,137.65,0.04
17.00,25.31,1.14,0.42,138.26,0.04
17.17,25.31,1.18,0.42,138.87,0.04
17.33,25.31,1.22,0.42,139.48,0.04
17.50,25.31,1.26,0.42,140.08,0.04
17.67,25.31,1.30,0.42,140.68,0.04
17.83,25.31,1.34,0.42,141.28,0.04
18.00,25.31,1.38,0.42,141.87,0.04
18.17,25.31,1.42,0.42,142.46,0.04
18.33,25.31,1.46,0.42,143.05,0.04
18.50,25.31,1.51,0.43,143.63,0.04
18.67,25.40,1.55,0.43,144.21,0.04
18.83,25.40,1.59,0.43,144.80,0.04
19.00,25.40,1.63,0.43,145.38,0.04
19.17,25.40,1.68,0.43,145.95,0.04
19.33,25.40,1.72,0.43,146.53,0.04
