time,periods,phase,amplitude,power,frequencies
0.00,19.14,2.69,0.31,60.77,0.05
0.17,19.14,2.74,0.31,61.17,0.05
0.33,19.14,2.80,0.31,61.56,0.05
0.50,19.14,2.85,0.31,61.95,0.05
0.67,19.14,2.90,0.31,62.34,0.05
0.83,19.14,2.96,0.31,62.72,0.05
1.00,19.06,3.00,0.31,63.09,0.05
1.17,19.06,3.06,0.31,63.46,0.05
1.33,19.06,3.11,0.32,63.82,0.05
1.50,19.14,3.17,0.32,64.18,0.05
1.67,19.14,3.23,0.32,64.54,0.05
1.83,19.14,3.28,0.32,64.88,0.05
2.00,19.14,3.34,0.32,65.23,0.05
2.17,19.14,3.39,0.32,65.56,0.05
2.33,19.14,3.44,0.32,65.89,0.05
2.50,19.14,3.50,0.32,66.22,0.05
2.67,19.14,3.55,0.32,66.54,0.05
2.83,19.14,3.60,0.32,66.85,0.05
3.00,19.14,3.66,0.32,67.16,0.05
3.17,19.14,3.71,0.32,67.46,0.05
3.33,19.14,3.77,0.32,67.75,0.05
3.50,19.14,3.82,0.33,68.04,0.05
3.67,19.14,3.87,0.33,68.32,0.05
3.83,19.14,3.93,0.33,68.60,0.05
4.00,19.14,3.98,0.33,68.87,0.05
4.17,19.14,4.03,0.33,69.13,0.05
4.33,19.14,4.09,0.33,69.38,0.05
4.50,19.14,4.14,0.33,69.63,0.05
4.67,19.14,4.20,0.33,69.88,0.05
4.83,19.14,4.25,0.33,70.11,0.05
5.00,19.22,4.31,0.33,70.34,0.05
5.17,19.22,4.36,0.33,70.56,0.05
5.33,19.22,4.42,0.33,70.78,0.05
5.50,19.22,4.47,0.33,70.99,0.05
5.67,19.22,4.52,0.33,71.19,0.05
5.83,19.22,4.58,0.33,71.39,0.05
6.00,19.22,4.63,0.33,71.58,0.05
6.17,19.22,4.68,0.33,71.76,0.05
6.33,19.22,4.74,0.33,71.94,0.05
6.50,19.22,4.79,0.33,72.10,0.05
6.67,19.22,4.84,0.33,72.27,0.05
6.83,19.22,4.90,0.33,72.42,0.05
7.00,19.30,4.95,0.33,72.57,0.05
7.17,19.30,5.01,0.33,72.71,0.05
7.33,19.30,5.06,0.34,72.84,0.05
7.50,19.30,5.11,0.34,72.97,0.05
7.67,19.30,5.17,0.34,73.09,0.05
7.83,19.30,5.22,0.34,73.21,0.05
8.00,19.30,5.27,0.34,73.31,0.05
8.17,19.30,5.33,0.34,73.41,0.05
8.33,19.30,5.38,0.34,73.51,0.05
8.50,19.30,5.43,0.34,73.59,0.05
8.67,19.30,5.49,0.34,73.67,0.05
8.83,19.38,5.54,0.34,73.75,0.05
9.00,19.38,5.60,0.34,73.81,0.05
9.17,19.38,5.65,0.34,73.87,0.05
9.33,19.38,5.70,0.34,73.93,0.05
9.50,19.38,5.76,0.34,73.98,0.05
9.67,19.38,5.81,0.34,74.02,0.05
9.83,19.38,5.86,0.34,74.05,0.05
10.00,19.38,5.91,0.34,74.08,0.05
10.17,19.38,5.97,0.34,74.10,0.05
10.33,19.38,6.02,0.34,74.11,0.05
10.50,19.38,6.07,0.34,74.12,0.05
10.67,19.46,6.13,0.34,74.12,0.05
10.83,19.46,6.18,0.34,74.12,0.05
11.00,19.46,6.23,0.34,74.11,0.05
11.17,19.46,0.00,0.34,74.09,0.05
11.33,19.46,0.06,0.34,74.07,0.05
11.50,19.46,0.11,0.34,74.04,0.05
11.67,19.46,0.16,0.34,74.00,0.05
11.83,19.46,0.22,0.34,73.96,0.05
12.00,19.46,0.27,0.34,73.91,0.05
12.17,19.46,0.32,0.34,73.86,0.05
12.33,19.46,0.37,0.34,73.80,0.05
12.50,19.54,0.43,0.34,73.73,0.05
12.67,19.54,0.48,0.33,73.67,0.05
12.83,19.54,0.53,0.33,73.59,0.05
13.00,19.54,0.58,0.33,73.51,0.05
13.17,19.54,0.64,0.33,73.42,0.05
13.33,19.54,0.69,0.33,73.33,0.05
13.50,19.54,0.74,0.33,73.23,0.05
13.67,19.54,0.80,0.33,73.13,0.05
