time,periods,phase,amplitude,power,frequencies
0.00,22.97,6.10,0.41,87.14,0.04
0.17,22.97,6.15,0.41,87.94,0.04
0.33,22.97,6.19,0.41,88.76,0.04
0.50,22.97,6.24,0.41,89.56,0.04
0.67,22.97,6.28,0.42,90.36,0.04
0.83,22.97,0.04,0.42,91.16,0.04
1.00,22.97,0.09,0.42,91.98,0.04
1.17,22.97,0.13,0.42,92.80,0.04
1.33,22.97,0.18,0.42,93.61,0.04
1.50,22.97,0.22,0.43,94.41,0.04
1.67,22.97,0.27,0.43,95.22,0.04
1.83,22.97,0.31,0.43,96.03,0.04
2.00,22.97,0.36,0.43,96.83,0.04
2.17,22.97,0.40,0.43,97.63,0.04
2.33,22.97,0.45,0.43,98.42,0.04
2.50,22.97,0.49,0.44,99.22,0.04
2.67,22.97,0.54,0.44,100.01,0.04
2.83,22.97,0.58,0.44,100.80,0.04
3.00,22.97,0.63,0.44,101.59,0.04
3.17,22.97,0.67,0.44,102.38,0.04
3.33,22.97,0.72,0.44,103.17,0.04
3.50,22.97,0.76,0.45,103.95,0.04
3.67,22.97,0.81,0.45,104.73,0.04
3.83,22.97,0.85,0.45,105.51,0.04
4.00,22.97,0.90,0.45,106.28,0.04
4.17,22.97,0.95,0.45,107.05,0.04
4.33,22.97,0.99,0.45,107.82,0.04
4.50,22.97,1.04,0.46,108.59,0.04
4.67,22.97,1.08,0.46,109.35,0.04
4.83,22.97,1.13,0.46,110.12,0.04
5.00,22.97,1.17,0.46,110.87,0.04
5.17,22.97,1.22,0.46,111.63,0.04
5.33,22.97,1.26,0.46,112.38,0.04
5.50,22.97,1.31,0.47,113.14,0.04
5.67,22.97,1.35,0.47,113.89,0.04
5.83,22.97,1.40,0.47,114.64,0.04
6.00,22.97,1.44,0.47,115.38,0.04
6.17,22.97,1.49,0.47,116.13,0.04
6.33,22.97,1.53,0.47,116.88,0.04
6.50,22.97,1.58,0.47,117.62,0.04
6.67,22.97,1.62,0.48,118.36,0.04
6.83,22.97,1.67,0.48,119.10,0.04
7.00,22.97,1.71,0.48,119.84,0.04
7.17,22.97,1.76,0.48,120.58,0.04
7.33,22.97,1.80,0.48,121.31,0.04
7.50,22.97,1.85,0.48,122.04,0.04
7.67,22.97,1.89,0.48,122.77,0.04
7.83,22.97,1.94,0.49,123.50,0.04
8.00,22.97,1.98,0.49,124.24,0.04
8.17,22.97,2.03,0.49,124.95,0.04
8.33,22.97,2.07,0.49,125.66,0.04
8.50,22.97,2.12,0.49,126.40,0.04
8.67,22.97,2.16,0.49,127.14,0.04
8.83,22.97,2.21,0.49,127.86,0.04
9.00,22.97,2.25,0.50,128.59,0.04
9.17,22.97,2.30,0.50,129.33,0.04
9.33,22.97,2.34,0.50,130.05,0.04
