time,periods,phase,amplitude,power,frequencies
14.50,24.80,4.02,0.63,139.33,0.04
14.67,24.80,4.06,0.63,140.37,0.04
14.83,24.80,4.10,0.63,141.41,0.04
15.00,24.80,4.14,0.63,142.46,0.04
15.17,24.80,4.18,0.64,143.51,0.04
15.33,24.80,4.23,0.64,144.57,0.04
15.50,24.80,4.27,0.64,145.61,0.04
15.67,24.80,4.31,0.64,146.66,0.04
15.83,24.80,4.35,0.65,147.69,0.04
16.00,24.80,4.39,0.65,148.72,0.04
16.17,24.80,4.43,0.65,149.74,0.04
16.33,24.80,4.48,0.65,150.77,0.04
16.50,24.80,4.52,0.65,151.80,0.04
16.67,24.88,4.57,0.66,152.81,0.04
16.83,24.88,4.61,0.66,153.82,0.04
17.00,24.88,4.65,0.66,154.84,0.04
17.17,24.88,4.69,0.66,155.85,0.04
17.33,24.88,4.73,0.66,156.86,0.04
17.50,24.88,4.78,0.67,157.86,0.04
17.67,24.88,4.82,0.67,158.85,0.04
17.83,24.88,4.86,0.67,159.83,0.04
18.00,24.88,4.90,0.67,160.80,0.04
18.17,24.88,4.94,0.67,161.77,0.04
18.33,24.88,4.98,0.68,162.72,0.04
18.50,24.88,5.02,0.68,163.68,0.04
18.67,24.88,5.07,0.68,164.63,0.04
18.83,24.97,5.12,0.68,165.58,0.04
19.00,24.97,5.16,0.68,166.51,0.04
19.17,24.97,5.20,0.68,167.45,0.04
19.33,24.97,5.24,0.69,168.38,0.04
19.50,24.97,5.28,0.69,169.30,0.04
19.67,24.97,5.32,0.69,170.22,0.04
19.83,24.97,5.37,0.69,171.13,0.04
20.00,24.97,5.41,0.69,172.04,0.04
20.17,24.97,5.45,0.70,172.94,0.04
20.33,24.97,5.49,0.70,173.84,0.04
20.50,24.97,5.53,0.70,174.73,0.04
20.67,24.97,5.57,0.70,175.62,0.04
20.83,24.97,5.61,0.70,176.51,0.04
21.00,24.97,5.66,0.71,177.39,0.04
21.17,24.97,5.70,0.71,178.26,0.04
21.33,24.97,5.74,0.71,179.14,0.04
21.50,24.97,5.78,0.71,180.01,0.04
21.67,24.97,5.82,0.71,180.88,0.04
21.83,24.97,5.86,0.71,181.75,0.04
22.00,24.97,5.90,0.72,182.61,0.04
22.17,24.97,5.95,0.72,183.48,0.04
22.33,24.97,5.99,0.72,184.34,0.04
22.50,24.97,6.03,0.72,185.21,0.04
22.67,24.97,6.07,0.72,186.08,0.04
22.83,24.97,6.11,0.72,186.94,0.04
23.00,24.97,6.15,0.73,187.80,0.04
23.17,24.97,6.20,0.73,188.67,0.04
23.33,24.97,6.24,0.73,189.54,0.04
23.50,24.97,6.28,0.73,190.41,0.04
23.67,24.97,0.04,0.73,191.26,0.04
23.83,24.97,0.08,0.73,192.12,0.04
24.00,24.97,0.12,0.74,192.98,0.04
24.17,24.97,0.16,0.74,193.85,0.04
24.33,24.97,0.20,0.74,194.72,0.04
24.50,24.97,0.25,0.74,195.60,0.04
24.67,24.97,0.29,0.74,196.48,0.04
24.83,25.06,0.34,0.74,197.36,0.04
25.00,25.06,0.38,0.74,198.24,0.04
25.17,25.06,0.42,0.75,199.12,0.04
25.33,25.06,0.46,0.75,199.99,0.04
25.50,25.06,0.50,0.75,200.87,0.04
25.67,25.06,0.54,0.75,201.75,0.04
25.83,25.06,0.58,0.75,202.63,0.04
26.00,25.06,0.63,0.75,203.51,0.04
26.17,25.06,0.67,0.76,204.38,0.04
26.33,25.06,0.71,0.76,205.26,0.04
26.50,25.06,0.75,0.76,206.15,0.04
26.67,25.06,0.79,0.76,207.02,0.04
26.83,25.06,0.83,0.76,207.89,0.04
27.00,25.06,0.87,0.76,208.77,0.04
27.17,25.06,0.92,0.77,209.64,0.04
27.33,25.06,0.96,0.77,210.50,0.04
27.50,25.06,1.00,0.77,211.37,0.04
27.67,25.06,1.04,0.77,212.23,0.04
27.83,25.06,1.08,0.77,213.09,0.04
28.00,25.06,1.12,0.77,213.94,0.04
28.17,25.06,1.16,0.77,214.79,0.04
28.33,25.14,1.21,0.77,215.64,0.04
28.50,25.14,1.25,0.78,216.48,0.04
28.67,25.14,1.29,0.78,217.31,0.04
28.83,25.14,1.33,0.78,218.15,0.04
29.00,25.14,1.37,0.78,218.97,0.04
29.17,25.14,1.42,0.78,219.79,0.04
29.33,25.14,1.46,0.78,220.60,0.04
29.50,25.14,1.50,0.78,221.40,0.04
29.67,25.14,1.54,0.79,222.18,0.04
29.83,25.14,1.58,0.79,222.96,0.04
30.00,25.14,1.62,0.79,223.74,0.04
30.17,25.14,1.66,0.79,224.50,0.04
30.33,25.14,1.70,0.79,225.25,0.04
30.50,25.23,1.75,0.79,226.00,0.04
30.67,25.23,1.79,0.79,226.74,0.04
30.83,25.23,1.83,0.79,227.46,0.04
31.00,25.23,1.87,0.80,228.17,0.04
31.17,25.23,1.91,0.80,228.87,0.04
31.33,25.23,1.95,0.80,229.55,0.04
31.50,25.23,1.99,0.80,230.24,0.04
31.67,25.23,2.04,0.80,230.91,0.04
31.83,25.23,2.08,0.80,231.57,0.04
32.00,25.23,2.12,0.80,232.22,0.04
32.17,25.23,2.16,0.80,232.86,0.04
32.33,25.23,2.20,0.80,233.49,0.04
32.50,25.23,2.24,0.81,234.10,0.04
32.67,25.23,2.28,0.81,234.71,0.04
32.83,25.23,2.32,0.81,235.30,0.04
33.00,25.31,2.37,0.81,235.90,0.04
33.17,25.31,2.41,0.81,236.48,0.04
33.33,25.31,2.45,0.81,237.06,0.04
33.50,25.31,2.49,0.81,237.63,0.04
33.67,25.31,2.53,0.81,238.19,0.04
33.83,25.31,2.57,0.81,238.74,0.04
34.00,25.31,2.61,0.81,239.29,0.04
34.17,25.31,2.65,0.81,239.83,0.04
34.33,25.31,2.69,0.82,240.36,0.04
34.50,25.31,2.74,0.82,240.89,0.04
34.67,25.31,2.78,0.82,241.42,0.04
34.83,25.31,2.82,0.82,241.94,0.04
35.00,25.31,2.86,0.82,242.47,0.04
35.17,25.31,2.90,0.82,242.98,0.04
35.33,25.31,2.94,0.82,243.49,0.04
35.50,25.31,2.98,0.82,243.98,0.04
35.67,25.31,3.02,0.82,244.48,0.04
35.83,25.31,3.06,0.82,244.99,0.04
36.00,25.31,3.11,0.82,245.49,0.04
36.17,25.31,3.15,0.82,245.99,0.04
36.33,25.31,3.19,0.83,246.49,0.04
36.50,25.31,3.23,0.83,246.99,0.04
36.67,25.31,3.27,0.83,247.49,0.04
36.83,25.31,3.31,0.83,247.98,0.04
37.00,25.31,3.35,0.83,248.50,0.04
37.17,25.31,3.39,0.83,249.01,0.04
37.33,25.31,3.43,0.83,249.50,0.04
37.50,25.31,3.48,0.83,249.99,0.04
37.67,25.31,3.52,0.83,250.47,0.04
37.83,25.31,3.56,0.83,250.96,0.04
38.00,25.31,3.60,0.83,251.46,0.04
38.17,25.31,3.64,0.83,251.96,0.04
38.33,25.31,3.68,0.84,252.47,0.04
38.50,25.40,3.72,0.83,253.01,0.04
38.67,25.40,3.77,0.84,253.54,0.04
38.83,25.40,3.81,0.84,254.05,0.04
39.00,25.40,3.85,0.84,254.59,0.04
39.17,25.40,3.89,0.84,255.13,0.04
39.33,25.40,3.93,0.84,255.66,0.04
39.50,25.40,3.97,0.84,256.18,0.04
39.67,25.40,4.01,0.84,256.71,0.04
39.83,25.40,4.05,0.84,257.23,0.04
40.00,25.40,4.09,0.84,257.74,0.04
40.17,25.40,4.13,0.84,258.25,0.04
40.33,25.40,4.18,0.84,258.72,0.04
40.50,25.40,4.22,0.85,259.22,0.04
40.67,25.40,4.26,0.85,259.72,0.04
40.83,25.40,4.30,0.85,260.23,0.04
41.00,25.40,4.34,0.85,260.73,0.04
41.17,25.40,4.38,0.85,261.20,0.04
41.33,25.40,4.42,0.85,261.67,0.04
41.50,25.40,4.46,0.85,262.15,0.04
41.67,25.40,4.50,0.85,262.63,0.04
41.83,25.40,4.54,0.85,263.13,0.04
42.00,25.48,4.59,0.85,263.59,0.04
42.17,25.48,4.63,0.85,264.06,0.04
42.33,25.48,4.67,0.85,264.47,0.04
42.50,25.48,4.71,0.85,264.88,0.04
42.67,25.48,4.75,0.85,265.29,0.04
42.83,25.48,4.79,0.85,265.69,0.04
43.00,25.48,4.83,0.85,266.10,0.04
43.17,25.48,4.87,0.86,266.52,0.04
43.33,25.48,4.91,0.86,266.92,0.04
43.50,25.48,4.95,0.86,267.29,0.04
43.67,25.48,4.99,0.86,267.67,0.04
43.83,25.48,5.03,0.86,268.03,0.04
44.00,25.48,5.07,0.86,268.38,0.04
44.17,25.48,5.11,0.86,268.71,0.04
44.33,25.57,5.16,0.86,269.03,0.04
44.50,25.57,5.20,0.86,269.33,0.04
44.67,25.57,5.24,0.86,269.64,0.04
44.83,25.57,5.28,0.86,269.92,0.04
45.00,25.57,5.32,0.86,270.20,0.04
45.17,25.57,5.36,0.86,270.48,0.04
45.33,25.57,5.40,0.86,270.74,0.04
45.50,25.57,5.44,0.86,270.98,0.04
45.67,25.57,5.48,0.86,271.22,0.04
45.83,25.57,5.52,0.86,271.45,0.04
46.00,25.57,5.56,0.86,271.67,0.04
46.17,25.57,5.60,0.86,271.88,0.04
46.33,25.57,5.64,0.86,272.07,0.04
46.50,25.57,5.68,0.86,272.25,0.04
46.67,25.57,5.72,0.86,272.43,0.04
46.83,25.57,5.76,0.86,272.59,0.04
47.00,25.65,5.80,0.86,272.75,0.04
47.17,25.65,5.84,0.86,272.91,0.04
47.33,25.65,5.88,0.86,273.05,0.04
47.50,25.65,5.93,0.86,273.19,0.04
47.67,25.65,5.97,0.86,273.32,0.04
47.83,25.65,6.01,0.86,273.44,0.04
48.00,25.65,6.05,0.86,273.56,0.04
48.17,25.65,6.09,0.86,273.68,0.04
48.33,25.65,6.13,0.86,273.79,0.04
48.50,25.65,6.17,0.86,273.89,0.04
48.67,25.65,6.21,0.86,273.97,0.04
48.83,25.65,6.25,0.86,274.06,0.04
49.00,25.65,0.01,0.86,274.15,0.04
49.17,25.65,0.05,0.86,274.25,0.04
49.33,25.65,0.09,0.86,274.32,0.04
49.50,25.65,0.13,0.87,274.39,0.04
49.67,25.65,0.17,0.87,274.45,0.04
49.83,25.65,0.21,0.87,274.54,0.04
50.00,25.65,0.25,0.87,274.60,0.04
50.17,25.65,0.29,0.87,274.70,0.04
50.33,25.65,0.33,0.87,274.80,0.04
50.50,25.65,0.37,0.87,274.90,0.04
50.67,25.65,0.41,0.87,274.98,0.04
50.83,25.65,0.45,0.87,275.06,0.04
51.00,25.65,0.49,0.87,275.13,0.04
51.17,25.65,0.53,0.87,275.19,0.04
51.33,25.65,0.58,0.87,275.25,0.04
51.50,25.65,0.62,0.87,275.34,0.04
51.67,25.74,0.66,0.87,275.39,0.04
51.83,25.74,0.70,0.87,275.46,0.04
52.00,25.74,0.74,0.87,275.53,0.04
52.17,25.74,0.78,0.87,275.61,0.04
52.33,25.74,0.82,0.87,275.70,0.04
52.50,25.74,0.86,0.87,275.78,0.04
52.67,25.74,0.90,0.87,275.86,0.04
52.83,25.74,0.94,0.87,275.92,0.04
53.00,25.74,0.98,0.87,275.98,0.04
53.17,25.74,1.02,0.87,276.05,0.04
53.33,25.74,1.06,0.87,276.08,0.04
53.50,25.74,1.10,0.87,276.16,0.04
53.67,25.74,1.14,0.87,276.24,0.04
53.83,25.74,1.18,0.87,276.34,0.04
54.00,25.74,1.22,0.87,276.43,0.04
54.17,25.74,1.26,0.87,276.49,0.04
54.33,25.74,1.30,0.87,276.55,0.04
54.50,25.74,1.34,0.87,276.60,0.04
54.67,25.74,1.39,0.87,276.67,0.04
54.83,25.74,1.43,0.87,276.75,0.04
55.00,25.74,1.47,0.87,276.81,0.04
55.17,25.74,1.51,0.87,276.88,0.04
55.33,25.74,1.55,0.87,276.93,0.04
55.50,25.74,1.59,0.87,276.98,0.04
55.67,25.74,1.63,0.87,277.01,0.04
55.83,25.82,1.67,0.87,277.03,0.04
56.00,25.82,1.71,0.87,277.08,0.04
56.17,25.82,1.75,0.87,277.13,0.04
56.33,25.82,1.79,0.87,277.16,0.04
56.50,25.82,1.83,0.87,277.18,0.04
56.67,25.82,1.87,0.87,277.21,0.04
56.83,25.82,1.91,0.87,277.21,0.04
57.00,25.82,1.95,0.87,277.23,0.04
57.17,25.82,1.99,0.87,277.23,0.04
57.33,25.82,2.03,0.87,277.22,0.04
57.50,25.82,2.07,0.87,277.22,0.04
57.67,25.82,2.11,0.87,277.18,0.04
57.83,25.82,2.15,0.87,277.12,0.04
58.00,25.82,2.19,0.87,277.08,0.04
58.17,25.82,2.23,0.87,277.02,0.04
58.33,25.82,2.27,0.87,276.97,0.04
58.50,25.82,2.31,0.87,276.90,0.04
58.67,25.91,2.35,0.86,276.83,0.04
58.83,25.91,2.39,0.86,276.77,0.04
59.00,25.91,2.43,0.86,276.68,0.04
59.17,25.91,2.47,0.86,276.57,0.04
59.33,25.91,2.51,0.86,276.47,0.04
59.50,25.91,2.55,0.86,276.36,0.04
59.67,25.91,2.59,0.86,276.25,0.04
59.83,25.91,2.63,0.86,276.13,0.04
60.00,25.91,2.67,0.86,276.00,0.04
60.17,25.91,2.71,0.86,275.80,0.04
60.33,25.91,2.75,0.86,275.59,0.04
60.50,25.91,2.79,0.86,275.38,0.04
60.67,25.91,2.83,0.86,275.16,0.04
60.83,25.91,2.87,0.86,274.95,0.04
61.00,25.91,2.91,0.86,274.73,0.04
61.17,25.91,2.95,0.86,274.51,0.04
61.33,25.91,2.99,0.86,274.29,0.04
61.50,25.99,3.03,0.86,274.07,0.04
61.67,25.99,3.07,0.86,273.86,0.04
61.83,25.99,3.11,0.86,273.66,0.04
62.00,25.99,3.15,0.86,273.45,0.04
62.17,25.99,3.19,0.86,273.24,0.04
62.33,25.99,3.23,0.86,273.04,0.04
62.50,25.99,3.27,0.86,272.83,0.04
62.67,25.99,3.31,0.86,272.63,0.04
62.83,25.99,3.35,0.86,272.42,0.04
63.00,25.99,3.39,0.86,272.22,0.04
63.17,25.99,3.44,0.86,272.01,0.04
63.33,25.99,3.48,0.86,271.81,0.04
63.50,25.99,3.52,0.86,271.61,0.04
63.67,25.99,3.56,0.85,271.40,0.04
63.83,25.99,3.60,0.85,271.19,0.04
64.00,25.99,3.64,0.85,270.98,0.04
64.17,25.99,3.68,0.85,270.77,0.04
64.33,25.99,3.72,0.85,270.55,0.04
64.50,26.08,3.76,0.85,270.33,0.04
64.67,26.08,3.80,0.85,270.11,0.04
64.83,26.08,3.84,0.85,269.88,0.04
65.00,26.08,3.88,0.85,269.65,0.04
65.17,26.08,3.92,0.85,269.41,0.04
65.33,26.08,3.96,0.85,269.16,0.04
65.50,26.08,4.00,0.85,268.89,0.04
65.67,26.08,4.04,0.85,268.63,0.04
65.83,26.08,4.08,0.85,268.34,0.04
66.00,26.08,4.12,0.85,268.05,0.04
66.17,26.08,4.16,0.85,267.75,0.04
66.33,26.08,4.20,0.85,267.43,0.04
66.50,26.08,4.24,0.85,267.11,0.04
66.67,26.08,4.28,0.85,266.77,0.04
66.83,26.08,4.32,0.85,266.41,0.04
67.00,26.08,4.35,0.84,266.05,0.04
67.17,26.08,4.39,0.84,265.67,0.04
67.33,26.08,4.43,0.84,265.28,0.04
