time,periods,phase,amplitude,power,frequencies
0.00,20.98,5.48,0.44,51.93,0.05
0.17,20.98,5.53,0.44,52.45,0.05
0.33,20.90,5.57,0.44,52.97,0.05
0.50,20.90,5.62,0.45,53.49,0.05
0.67,20.90,5.67,0.45,54.02,0.05
0.83,20.90,5.72,0.45,54.55,0.05
1.00,20.90,5.77,0.45,55.07,0.05
1.17,20.82,5.80,0.46,55.60,0.05
1.33,20.82,5.85,0.46,56.14,0.05
1.50,20.82,5.90,0.46,56.67,0.05
1.67,20.82,5.95,0.46,57.20,0.05
1.83,20.82,6.00,0.46,57.73,0.05
2.00,20.74,6.04,0.47,58.27,0.05
2.17,20.74,6.09,0.47,58.80,0.05
2.33,20.74,6.14,0.47,59.34,0.05
2.50,20.74,6.19,0.47,59.88,0.05
2.67,20.74,6.24,0.48,60.41,0.05
2.83,20.74,0.00,0.48,60.95,0.05
3.00,20.74,0.05,0.48,61.48,0.05
3.17,20.66,0.09,0.48,62.02,0.05
3.33,20.66,0.14,0.49,62.55,0.05
3.50,20.66,0.19,0.49,63.09,0.05
3.67,20.66,0.24,0.49,63.62,0.05
3.83,20.66,0.29,0.49,64.16,0.05
4.00,20.66,0.34,0.49,64.69,0.05
4.17,20.66,0.39,0.50,65.22,0.05
4.33,20.66,0.44,0.50,65.75,0.05
4.50,20.58,0.48,0.50,66.28,0.05
4.67,20.58,0.53,0.50,66.81,0.05
4.83,20.58,0.58,0.50,67.34,0.05
5.00,20.58,0.63,0.51,67.86,0.05
5.17,20.58,0.68,0.51,68.39,0.05
5.33,20.58,0.73,0.51,68.91,0.05
5.50,20.58,0.78,0.51,69.43,0.05
5.67,20.58,0.83,0.51,69.94,0.05
5.83,20.58,0.88,0.52,70.46,0.05
6.00,20.50,0.92,0.52,70.97,0.05
6.17,20.50,0.97,0.52,71.48,0.05
6.33,20.50,1.02,0.52,71.99,0.05
6.50,20.50,1.07,0.52,72.49,0.05
6.67,20.50,1.12,0.53,72.99,0.05
6.83,20.50,1.17,0.53,73.49,0.05
7.00,20.50,1.22,0.53,73.98,0.05
7.17,20.50,1.27,0.53,74.48,0.05
7.33,20.50,1.32,0.53,74.96,0.05
7.50,20.50,1.37,0.54,75.45,0.05
7.67,20.42,1.41,0.54,75.93,0.05
7.83,20.42,1.46,0.54,76.41,0.05
8.00,20.42,1.52,0.54,76.88,0.05
8.17,20.42,1.57,0.54,77.36,0.05
8.33,20.42,1.62,0.54,77.83,0.05
8.50,20.42,1.67,0.55,78.29,0.05
8.67,20.42,1.72,0.55,78.75,0.05
8.83,20.42,1.77,0.55,79.21,0.05
9.00,20.42,1.82,0.55,79.66,0.05
9.17,20.42,1.87,0.55,80.11,0.05
9.33,20.42,1.92,0.55,80.56,0.05
9.50,20.42,1.97,0.56,81.00,0.05
9.67,20.34,2.01,0.56,81.44,0.05
9.83,20.34,2.06,0.56,81.88,0.05
10.00,20.34,2.12,0.56,82.31,0.05
10.17,20.34,2.17,0.56,82.74,0.05
10.33,20.34,2.22,0.56,83.17,0.05
10.50,20.34,2.27,0.57,83.59,0.05
10.67,20.34,2.32,0.57,84.00,0.05
10.83,20.34,2.37,0.57,84.41,0.05
11.00,20.34,2.42,0.57,84.82,0.05
11.17,20.34,2.47,0.57,85.22,0.05
11.33,20.34,2.52,0.57,85.62,0.05
11.50,20.34,2.57,0.57,86.01,0.05
11.67,20.34,2.62,0.58,86.40,0.05
11.83,20.26,2.67,0.58,86.79,0.05
12.00,20.26,2.72,0.58,87.17,0.05
12.17,20.26,2.77,0.58,87.54,0.05
12.33,20.26,2.82,0.58,87.91,0.05
12.50,20.26,2.87,0.58,88.28,0.05
12.67,20.26,2.92,0.58,88.64,0.05
12.83,20.26,2.97,0.59,88.99,0.05
13.00,20.26,3.02,0.59,89.34,0.05
13.17,20.26,3.08,0.59,89.68,0.05
13.33,20.26,3.13,0.59,90.02,0.05
13.50,20.26,3.18,0.59,90.35,0.05
13.67,20.26,3.23,0.59,90.67,0.05
13.83,20.26,3.28,0.59,90.99,0.05
14.00,20.26,3.33,0.59,91.31,0.05
14.17,20.26,3.38,0.59,91.61,0.05
14.33,20.26,3.43,0.59,91.91,0.05
14.50,20.26,3.48,0.60,92.20,0.05
14.67,20.26,3.54,0.60,92.49,0.05
14.83,20.26,3.59,0.60,92.77,0.05
15.00,20.26,3.64,0.60,93.04,0.05
15.17,20.18,3.68,0.60,93.31,0.05
15.33,20.18,3.73,0.60,93.57,0.05
15.50,20.18,3.79,0.60,93.83,0.05
15.67,20.18,3.84,0.60,94.08,0.05
15.83,20.18,3.89,0.60,94.32,0.05
16.00,20.18,3.94,0.60,94.55,0.05
16.17,20.18,3.99,0.60,94.78,0.05
16.33,20.18,4.04,0.61,95.00,0.05
16.50,20.18,4.09,0.61,95.21,0.05
16.67,20.18,4.14,0.61,95.42,0.05
16.83,20.18,4.20,0.61,95.62,0.05
17.00,20.18,4.25,0.61,95.81,0.05
17.17,20.18,4.30,0.61,95.99,0.05
17.33,20.18,4.35,0.61,96.17,0.05
17.50,20.18,4.40,0.61,96.34,0.05
17.67,20.18,4.45,0.61,96.51,0.05
17.83,20.18,4.50,0.61,96.67,0.05
18.00,20.18,4.55,0.61,96.82,0.05
18.17,20.18,4.61,0.61,96.96,0.05
18.33,20.18,4.66,0.61,97.10,0.05
18.50,20.18,4.71,0.61,97.23,0.05
18.67,20.10,4.76,0.61,97.36,0.05
18.83,20.10,4.81,0.61,97.48,0.05
19.00,20.10,4.86,0.62,97.59,0.05
19.17,20.10,4.91,0.62,97.70,0.05
19.33,20.10,4.96,0.62,97.81,0.05
19.50,20.10,5.01,0.62,97.90,0.05
19.67,20.10,5.07,0.62,98.00,0.05
19.83,20.10,5.12,0.62,98.08,0.05
20.00,20.10,5.17,0.62,98.16,0.05
20.17,20.10,5.22,0.62,98.24,0.05
20.33,20.10,5.27,0.62,98.31,0.05
20.50,20.10,5.32,0.62,98.38,0.05
20.67,20.10,5.38,0.62,98.44,0.05
20.83,20.10,5.43,0.62,98.49,0.05
21.00,20.10,5.48,0.62,98.54,0.05
21.17,20.10,5.53,0.62,98.59,0.05
21.33,20.02,5.58,0.62,98.63,0.05
21.50,20.02,5.63,0.62,98.68,0.05
21.67,20.02,5.68,0.62,98.71,0.05
21.83,20.02,5.74,0.62,98.74,0.05
22.00,20.02,5.79,0.62,98.77,0.05
22.17,20.02,5.84,0.62,98.80,0.05
22.33,20.02,5.89,0.62,98.81,0.05
22.50,20.02,5.94,0.62,98.83,0.05
22.67,20.02,6.00,0.62,98.84,0.05
22.83,20.02,6.05,0.62,98.85,0.05
23.00,20.02,6.10,0.62,98.85,0.05
23.17,20.02,6.15,0.62,98.85,0.05
23.33,20.02,6.20,0.62,98.84,0.05
23.50,20.02,6.25,0.62,98.83,0.05
23.67,20.02,0.02,0.62,98.81,0.05
23.83,20.02,0.07,0.62,98.79,0.05
24.00,20.02,0.13,0.62,98.77,0.05
24.17,20.02,0.18,0.62,98.74,0.05
24.33,20.02,0.23,0.62,98.71,0.05
24.50,20.02,0.28,0.62,98.67,0.05
24.67,20.02,0.33,0.62,98.63,0.05
24.83,20.02,0.39,0.62,98.58,0.05
25.00,20.02,0.44,0.62,98.53,0.05
25.17,20.02,0.49,0.62,98.47,0.05
25.33,19.94,0.54,0.62,98.41,0.05
25.50,19.94,0.59,0.62,98.34,0.05
25.67,19.94,0.65,0.62,98.27,0.05
25.83,19.94,0.70,0.62,98.20,0.05
26.00,19.94,0.75,0.62,98.11,0.05
26.17,19.94,0.80,0.62,98.03,0.05
26.33,19.94,0.85,0.62,97.93,0.05
26.50,19.94,0.90,0.62,97.84,0.05
26.67,19.94,0.96,0.62,97.73,0.05
26.83,19.94,1.01,0.62,97.62,0.05
27.00,19.94,1.06,0.62,97.50,0.05
27.17,19.94,1.11,0.62,97.38,0.05
27.33,19.94,1.16,0.62,97.25,0.05
27.50,19.94,1.22,0.62,97.12,0.05
27.67,19.94,1.27,0.62,96.98,0.05
27.83,19.94,1.32,0.62,96.83,0.05
28.00,19.94,1.37,0.61,96.68,0.05
28.17,19.94,1.42,0.61,96.52,0.05
28.33,19.94,1.48,0.61,96.36,0.05
28.50,19.94,1.53,0.61,96.19,0.05
28.67,19.94,1.58,0.61,96.02,0.05
28.83,19.94,1.63,0.61,95.84,0.05
29.00,19.94,1.68,0.61,95.66,0.05
29.17,19.94,1.74,0.61,95.47,0.05
29.33,19.94,1.79,0.61,95.28,0.05
29.50,19.94,1.84,0.61,95.08,0.05
29.67,19.94,1.89,0.61,94.88,0.05
29.83,19.94,1.94,0.61,94.67,0.05
30.00,19.94,2.00,0.61,94.46,0.05
30.17,19.94,2.05,0.61,94.25,0.05
30.33,19.94,2.10,0.61,94.03,0.05
30.50,19.94,2.15,0.61,93.81,0.05
