time,periods,phase,amplitude,power,frequencies
0.00,20.82,5.03,0.37,93.89,0.05
0.17,20.74,5.06,0.37,94.73,0.05
0.33,20.74,5.11,0.37,95.56,0.05
0.50,20.74,5.16,0.38,96.38,0.05
0.67,20.74,5.21,0.38,97.21,0.05
0.83,20.74,5.26,0.38,98.03,0.05
1.00,20.74,5.31,0.38,98.84,0.05
1.17,20.74,5.36,0.38,99.65,0.05
1.33,20.66,5.40,0.38,100.45,0.05
1.50,20.66,5.45,0.39,101.26,0.05
1.67,20.66,5.50,0.39,102.06,0.05
1.83,20.66,5.55,0.39,102.85,0.05
2.00,20.66,5.60,0.39,103.64,0.05
2.17,20.66,5.65,0.39,104.42,0.05
2.33,20.66,5.70,0.39,105.20,0.05
2.50,20.66,5.75,0.39,105.97,0.05
2.67,20.58,5.79,0.40,106.74,0.05
2.83,20.58,5.84,0.40,107.51,0.05
3.00,20.58,5.89,0.40,108.27,0.05
3.17,20.58,5.94,0.40,109.03,0.05
3.33,20.58,5.99,0.40,109.78,0.05
3.50,20.58,6.04,0.40,110.53,0.05
3.67,20.58,6.09,0.41,111.27,0.05
3.83,20.58,6.14,0.41,112.01,0.05
4.00,20.50,6.18,0.41,112.74,0.05
4.17,20.50,6.23,0.41,113.47,0.05
4.33,20.50,6.28,0.41,114.20,0.05
4.50,20.50,0.05,0.41,114.91,0.05
4.67,20.50,0.10,0.41,115.62,0.05
4.83,20.50,0.15,0.42,116.33,0.05
5.00,20.50,0.20,0.42,117.03,0.05
5.17,20.50,0.25,0.42,117.73,0.05
5.33,20.50,0.30,0.42,118.43,0.05
5.50,20.50,0.35,0.42,119.11,0.05
5.67,20.50,0.40,0.42,119.78,0.05
5.83,20.42,0.44,0.42,120.46,0.05
6.00,20.42,0.49,0.42,121.13,0.05
6.17,20.42,0.54,0.43,121.79,0.05
6.33,20.42,0.59,0.43,122.44,0.05
6.50,20.42,0.64,0.43,123.09,0.05
6.67,20.42,0.69,0.43,123.73,0.05
6.83,20.42,0.74,0.43,124.36,0.05
7.00,20.42,0.79,0.43,124.99,0.05
7.17,20.42,0.85,0.43,125.61,0.05
7.33,20.42,0.90,0.43,126.22,0.05
7.50,20.42,0.95,0.43,126.82,0.05
7.67,20.42,1.00,0.44,127.41,0.05
7.83,20.42,1.05,0.44,128.00,0.05
8.00,20.42,1.10,0.44,128.58,0.05
8.17,20.42,1.15,0.44,129.15,0.05
8.33,20.42,1.20,0.44,129.70,0.05
8.50,20.42,1.25,0.44,130.25,0.05
8.67,20.42,1.30,0.44,130.79,0.05
8.83,20.42,1.35,0.44,131.31,0.05
9.00,20.42,1.40,0.44,131.82,0.05
9.17,20.42,1.45,0.44,132.33,0.05
9.33,20.42,1.50,0.44,132.83,0.05
9.50,20.42,1.55,0.45,133.32,0.05
9.67,20.42,1.60,0.45,133.79,0.05
9.83,20.42,1.65,0.45,134.26,0.05
10.00,20.42,1.70,0.45,134.71,0.05
10.17,20.42,1.75,0.45,135.16,0.05
10.33,20.42,1.80,0.45,135.59,0.05
10.50,20.42,1.85,0.45,136.01,0.05
10.67,20.42,1.90,0.45,136.43,0.05
10.83,20.42,1.95,0.45,136.83,0.05
11.00,20.42,2.01,0.45,137.22,0.05
11.17,20.42,2.06,0.45,137.59,0.05
11.33,20.42,2.11,0.45,137.96,0.05
11.50,20.42,2.16,0.45,138.31,0.05
11.67,20.42,2.21,0.45,138.66,0.05
11.83,20.42,2.26,0.45,138.99,0.05
12.00,20.42,2.31,0.46,139.31,0.05
12.17,20.42,2.36,0.46,139.62,0.05
12.33,20.42,2.41,0.46,139.91,0.05
12.50,20.42,2.46,0.46,140.20,0.05
12.67,20.42,2.51,0.46,140.48,0.05
12.83,20.42,2.56,0.46,140.74,0.05
13.00,20.42,2.61,0.46,141.00,0.05
13.17,20.42,2.66,0.46,141.24,0.05
13.33,20.42,2.71,0.46,141.47,0.05
13.50,20.42,2.76,0.46,141.69,0.05
13.67,20.42,2.81,0.46,141.90,0.05
13.83,20.42,2.86,0.46,142.10,0.05
14.00,20.50,2.92,0.46,142.29,0.05
14.17,20.50,2.97,0.46,142.46,0.05
14.33,20.50,3.02,0.46,142.63,0.05
14.50,20.50,3.07,0.46,142.79,0.05
14.67,20.50,3.12,0.46,142.95,0.05
14.83,20.50,3.17,0.46,143.09,0.05
15.00,20.50,3.22,0.46,143.22,0.05
15.17,20.50,3.27,0.46,143.33,0.05
15.33,20.50,3.32,0.46,143.45,0.05
15.50,20.50,3.37,0.46,143.55,0.05
15.67,20.50,3.42,0.46,143.64,0.05
15.83,20.50,3.47,0.46,143.72,0.05
16.00,20.50,3.52,0.46,143.79,0.05
16.17,20.50,3.57,0.46,143.86,0.05
16.33,20.50,3.62,0.46,143.91,0.05
16.50,20.50,3.67,0.46,143.96,0.05
16.67,20.50,3.72,0.46,143.99,0.05
16.83,20.50,3.77,0.46,144.02,0.05
17.00,20.50,3.82,0.46,144.03,0.05
17.17,20.50,3.87,0.46,144.04,0.05
17.33,20.50,3.92,0.46,144.04,0.05
17.50,20.50,3.97,0.46,144.03,0.05
17.67,20.50,4.02,0.46,144.02,0.05
17.83,20.50,4.07,0.46,143.99,0.05
18.00,20.50,4.13,0.46,143.96,0.05
18.17,20.58,4.18,0.46,143.92,0.05
18.33,20.58,4.23,0.46,143.88,0.05
18.50,20.58,4.28,0.46,143.83,0.05
18.67,20.58,4.33,0.46,143.76,0.05
18.83,20.58,4.38,0.46,143.69,0.05
19.00,20.58,4.43,0.46,143.62,0.05
19.17,20.58,4.48,0.46,143.53,0.05
19.33,20.58,4.53,0.46,143.44,0.05
19.50,20.58,4.58,0.46,143.34,0.05
19.67,20.58,4.63,0.46,143.23,0.05
19.83,20.58,4.68,0.46,143.11,0.05
20.00,20.58,4.73,0.46,142.99,0.05
20.17,20.58,4.78,0.46,142.86,0.05
20.33,20.58,4.83,0.46,142.72,0.05
20.50,20.58,4.88,0.46,142.57,0.05
20.67,20.58,4.93,0.46,142.41,0.05
20.83,20.58,4.98,0.46,142.25,0.05
21.00,20.66,5.03,0.46,142.08,0.05
21.17,20.66,5.08,0.46,141.91,0.05
21.33,20.66,5.13,0.46,141.73,0.05
21.50,20.66,5.18,0.46,141.54,0.05
21.67,20.66,5.23,0.46,141.35,0.05
21.83,20.66,5.28,0.46,141.15,0.05
22.00,20.66,5.33,0.46,140.94,0.05
22.17,20.66,5.38,0.45,140.73,0.05
22.33,20.66,5.43,0.45,140.51,0.05
22.50,20.66,5.48,0.45,140.28,0.05
22.67,20.66,5.53,0.45,140.05,0.05
22.83,20.66,5.58,0.45,139.80,0.05
23.00,20.66,5.63,0.45,139.56,0.05
23.17,20.66,5.68,0.45,139.30,0.05
23.33,20.74,5.73,0.45,139.04,0.05
23.50,20.74,5.78,0.45,138.79,0.05
23.67,20.74,5.83,0.45,138.52,0.05
23.83,20.74,5.88,0.45,138.25,0.05
24.00,20.74,5.93,0.45,137.98,0.05
24.17,20.74,5.98,0.45,137.70,0.05
24.33,20.74,6.03,0.45,137.41,0.05
24.50,20.74,6.08,0.45,137.12,0.05
24.67,20.74,6.13,0.45,136.83,0.05
24.83,20.74,6.18,0.45,136.52,0.05
25.00,20.74,6.23,0.45,136.22,0.05
25.17,20.74,6.28,0.45,135.91,0.05
25.33,20.74,0.05,0.45,135.59,0.05
25.50,20.74,0.10,0.44,135.26,0.05
25.67,20.74,0.15,0.44,134.93,0.05
25.83,20.82,0.19,0.44,134.61,0.05
26.00,20.82,0.24,0.44,134.29,0.05
26.17,20.82,0.29,0.44,133.96,0.05
26.33,20.82,0.34,0.44,133.62,0.05
26.50,20.82,0.39,0.44,133.29,0.05
26.67,20.82,0.44,0.44,132.94,0.05
26.83,20.82,0.49,0.44,132.60,0.05
27.00,20.82,0.54,0.44,132.25,0.05
27.17,20.82,0.59,0.44,131.90,0.05
27.33,20.82,0.64,0.44,131.54,0.05
27.50,20.82,0.69,0.44,131.19,0.05
27.67,20.82,0.74,0.44,130.84,0.05
27.83,20.82,0.79,0.44,130.48,0.05
28.00,20.82,0.84,0.44,130.13,0.05
28.17,20.82,0.89,0.44,129.77,0.05
28.33,20.90,0.94,0.43,129.41,0.05
