time,periods,phase,amplitude,power,frequencies
3.83,26.17,6.27,0.45,128.19,0.04
4.00,26.17,0.02,0.45,129.19,0.04
4.17,26.17,0.06,0.46,130.19,0.04
4.33,26.17,0.10,0.46,131.18,0.04
4.50,26.17,0.14,0.46,132.18,0.04
4.67,26.17,0.18,0.46,133.19,0.04
4.83,26.08,0.21,0.46,134.19,0.04
5.00,26.08,0.25,0.46,135.21,0.04
5.17,26.08,0.29,0.47,136.21,0.04
5.33,26.08,0.33,0.47,137.21,0.04
5.50,26.08,0.37,0.47,138.22,0.04
5.67,26.08,0.41,0.47,139.23,0.04
5.83,26.08,0.45,0.47,140.26,0.04
6.00,26.08,0.49,0.48,141.27,0.04
6.17,25.99,0.52,0.48,142.31,0.04
6.33,25.99,0.56,0.48,143.34,0.04
6.50,25.99,0.60,0.48,144.38,0.04
6.67,25.99,0.64,0.48,145.44,0.04
6.83,25.99,0.68,0.48,146.48,0.04
7.00,25.99,0.72,0.49,147.51,0.04
7.17,25.99,0.76,0.49,148.53,0.04
7.33,25.99,0.80,0.49,149.60,0.04
7.50,25.99,0.84,0.49,150.65,0.04
7.67,25.91,0.87,0.49,151.72,0.04
7.83,25.91,0.91,0.50,152.80,0.04
8.00,25.91,0.95,0.50,153.88,0.04
8.17,25.91,0.99,0.50,154.98,0.04
8.33,25.91,1.03,0.50,156.08,0.04
8.50,25.91,1.07,0.50,157.17,0.04
8.67,25.91,1.11,0.50,158.25,0.04
8.83,25.91,1.15,0.51,159.32,0.04
9.00,25.91,1.19,0.51,160.37,0.04
9.17,25.91,1.23,0.51,161.43,0.04
9.33,25.91,1.27,0.51,162.50,0.04
9.50,25.91,1.31,0.51,163.59,0.04
9.67,25.91,1.35,0.51,164.68,0.04
9.83,25.91,1.39,0.52,165.77,0.04
10.00,25.91,1.43,0.52,166.83,0.04
10.17,25.91,1.46,0.52,167.94,0.04
10.33,25.91,1.50,0.52,169.02,0.04
10.50,25.91,1.54,0.52,170.15,0.04
10.67,25.91,1.58,0.52,171.20,0.04
10.83,25.91,1.62,0.53,172.29,0.04
11.00,25.91,1.66,0.53,173.35,0.04
11.17,25.91,1.70,0.53,174.41,0.04
11.33,25.91,1.74,0.53,175.46,0.04
11.50,25.91,1.78,0.53,176.51,0.04
11.67,25.91,1.82,0.53,177.58,0.04
11.83,25.91,1.86,0.54,178.65,0.04
12.00,25.91,1.90,0.54,179.68,0.04
12.17,25.91,1.94,0.54,180.72,0.04
12.33,25.91,1.98,0.54,181.75,0.04
12.50,25.91,2.02,0.54,182.75,0.04
12.67,25.99,2.07,0.54,183.81,0.04
12.83,25.99,2.11,0.54,184.83,0.04
13.00,25.99,2.15,0.55,185.85,0.04
13.17,25.99,2.19,0.55,186.86,0.04
13.33,25.99,2.23,0.55,187.87,0.04
13.50,25.99,2.27,0.55,188.86,0.04
13.67,25.99,2.31,0.55,189.86,0.04
13.83,25.99,2.35,0.55,190.81,0.04
14.00,25.99,2.39,0.55,191.76,0.04
14.17,25.99,2.43,0.56,192.70,0.04
14.33,25.99,2.46,0.56,193.62,0.04
14.50,25.99,2.50,0.56,194.56,0.04
14.67,25.99,2.54,0.56,195.48,0.04
14.83,26.08,2.59,0.56,196.39,0.04
15.00,26.08,2.63,0.56,197.28,0.04
15.17,26.08,2.67,0.56,198.17,0.04
15.33,26.08,2.71,0.56,199.05,0.04
15.50,26.08,2.75,0.57,199.90,0.04
15.67,26.08,2.79,0.57,200.76,0.04
15.83,26.08,2.83,0.57,201.61,0.04
16.00,26.08,2.87,0.57,202.44,0.04
16.17,26.08,2.91,0.57,203.27,0.04
16.33,26.08,2.95,0.57,204.08,0.04
16.50,26.08,2.99,0.57,204.89,0.04
16.67,26.08,3.02,0.57,205.69,0.04
16.83,26.08,3.06,0.57,206.48,0.04
17.00,26.08,3.10,0.58,207.27,0.04
17.17,26.08,3.14,0.58,208.05,0.04
17.33,26.08,3.18,0.58,208.82,0.04
17.50,26.08,3.22,0.58,209.60,0.04
17.67,26.08,3.26,0.58,210.37,0.04
17.83,26.08,3.30,0.58,211.12,0.04
18.00,26.08,3.34,0.58,211.87,0.04
18.17,26.08,3.38,0.58,212.58,0.04
18.33,26.08,3.42,0.58,213.32,0.04
18.50,26.08,3.46,0.59,214.04,0.04
18.67,26.08,3.50,0.59,214.76,0.04
18.83,26.08,3.54,0.59,215.48,0.04
19.00,26.08,3.58,0.59,216.21,0.04
19.17,26.08,3.62,0.59,216.90,0.04
