time,periods,phase,amplitude,power,frequencies
14.17,24.29,2.37,0.61,123.10,0.04
14.33,24.29,2.42,0.61,124.00,0.04
14.50,24.29,2.46,0.61,124.92,0.04
14.67,24.29,2.50,0.62,125.84,0.04
14.83,24.29,2.55,0.62,126.76,0.04
15.00,24.20,2.58,0.62,127.70,0.04
15.17,24.20,2.62,0.62,128.64,0.04
15.33,24.20,2.66,0.63,129.58,0.04
15.50,24.20,2.71,0.63,130.53,0.04
15.67,24.20,2.75,0.63,131.48,0.04
15.83,24.20,2.79,0.63,132.43,0.04
16.00,24.20,2.84,0.64,133.39,0.04
16.17,24.20,2.88,0.64,134.36,0.04
16.33,24.20,2.92,0.64,135.32,0.04
16.50,24.20,2.97,0.64,136.29,0.04
16.67,24.20,3.01,0.64,137.26,0.04
16.83,24.20,3.05,0.65,138.24,0.04
17.00,24.12,3.08,0.65,139.22,0.04
17.17,24.12,3.13,0.65,140.20,0.04
17.33,24.12,3.17,0.65,141.19,0.04
17.50,24.12,3.21,0.66,142.18,0.04
17.67,24.12,3.26,0.66,143.16,0.04
17.83,24.12,3.30,0.66,144.15,0.04
18.00,24.12,3.34,0.66,145.14,0.04
18.17,24.12,3.39,0.67,146.13,0.04
18.33,24.12,3.43,0.67,147.11,0.04
18.50,24.12,3.47,0.67,148.10,0.04
18.67,24.12,3.52,0.67,149.08,0.04
18.83,24.12,3.56,0.67,150.06,0.04
19.00,24.12,3.60,0.68,151.04,0.04
19.17,24.12,3.64,0.68,152.01,0.04
19.33,24.12,3.69,0.68,152.99,0.04
19.50,24.12,3.73,0.68,153.96,0.04
19.67,24.12,3.77,0.69,154.92,0.04
19.83,24.12,3.82,0.69,155.88,0.04
20.00,24.12,3.86,0.69,156.84,0.04
20.17,24.12,3.90,0.69,157.79,0.04
20.33,24.12,3.95,0.69,158.74,0.04
20.50,24.12,3.99,0.70,159.68,0.04
20.67,24.12,4.03,0.70,160.62,0.04
20.83,24.12,4.07,0.70,161.55,0.04
21.00,24.12,4.12,0.70,162.48,0.04
21.17,24.12,4.16,0.70,163.40,0.04
21.33,24.12,4.20,0.71,164.31,0.04
21.50,24.12,4.25,0.71,165.22,0.04
21.67,24.12,4.29,0.71,166.12,0.04
21.83,24.12,4.33,0.71,167.02,0.04
22.00,24.12,4.38,0.71,167.91,0.04
22.17,24.12,4.42,0.72,168.79,0.04
22.33,24.03,4.45,0.72,169.67,0.04
22.50,24.03,4.50,0.72,170.55,0.04
22.67,24.03,4.54,0.72,171.42,0.04
22.83,24.03,4.58,0.72,172.28,0.04
23.00,24.03,4.63,0.73,173.15,0.04
23.17,24.03,4.67,0.73,174.00,0.04
23.33,24.03,4.71,0.73,174.86,0.04
23.50,24.03,4.75,0.73,175.70,0.04
23.67,24.03,4.80,0.73,176.55,0.04
23.83,24.03,4.84,0.73,177.39,0.04
24.00,24.03,4.88,0.74,178.23,0.04
24.17,24.03,4.93,0.74,179.06,0.04
24.33,24.03,4.97,0.74,179.90,0.04
24.50,24.03,5.01,0.74,180.72,0.04
24.67,24.03,5.06,0.74,181.55,0.04
24.83,24.03,5.10,0.75,182.38,0.04
25.00,24.03,5.14,0.75,183.20,0.04
25.17,24.03,5.19,0.75,184.02,0.04
25.33,24.03,5.23,0.75,184.84,0.04
25.50,24.03,5.27,0.75,185.65,0.04
25.67,24.03,5.32,0.75,186.47,0.04
25.83,24.03,5.36,0.76,187.28,0.04
26.00,24.03,5.40,0.76,188.10,0.04
26.17,23.94,5.44,0.76,188.91,0.04
26.33,23.94,5.48,0.76,189.73,0.04
26.50,23.94,5.53,0.76,190.54,0.04
26.67,23.94,5.57,0.76,191.35,0.04
26.83,23.94,5.61,0.77,192.16,0.04
27.00,23.94,5.66,0.77,192.97,0.04
27.17,23.94,5.70,0.77,193.78,0.04
27.33,23.94,5.74,0.77,194.58,0.04
27.50,23.94,5.79,0.77,195.38,0.04
27.67,23.94,5.83,0.77,196.18,0.04
27.83,23.94,5.87,0.78,196.97,0.04
28.00,23.94,5.92,0.78,197.76,0.04
28.17,23.94,5.96,0.78,198.55,0.04
28.33,23.94,6.01,0.78,199.33,0.04
28.50,23.94,6.05,0.78,200.11,0.04
28.67,23.94,6.09,0.78,200.88,0.04
28.83,23.94,6.14,0.79,201.66,0.04
29.00,23.94,6.18,0.79,202.42,0.04
29.17,23.94,6.22,0.79,203.18,0.04
29.33,23.94,6.27,0.79,203.92,0.04
29.50,23.94,0.03,0.79,204.67,0.04
29.67,23.94,0.07,0.79,205.40,0.04
29.83,23.94,0.11,0.79,206.13,0.04
30.00,23.94,0.16,0.80,206.84,0.04
30.17,23.94,0.20,0.80,207.55,0.04
30.33,23.94,0.24,0.80,208.25,0.04
30.50,23.94,0.29,0.80,208.94,0.04
30.67,23.94,0.33,0.80,209.62,0.04
30.83,23.94,0.37,0.80,210.28,0.04
31.00,23.94,0.42,0.80,210.94,0.04
31.17,23.86,0.45,0.81,211.59,0.04
31.33,23.86,0.50,0.81,212.24,0.04
31.50,23.86,0.54,0.81,212.86,0.04
31.67,23.86,0.58,0.81,213.48,0.04
31.83,23.86,0.63,0.81,214.09,0.04
32.00,23.86,0.67,0.81,214.69,0.04
32.17,23.86,0.72,0.81,215.28,0.04
32.33,23.86,0.76,0.81,215.86,0.04
32.50,23.86,0.80,0.81,216.43,0.04
32.67,23.86,0.85,0.82,216.98,0.04
32.83,23.86,0.89,0.82,217.53,0.04
33.00,23.86,0.93,0.82,218.07,0.04
33.17,23.86,0.98,0.82,218.59,0.04
33.33,23.86,1.02,0.82,219.11,0.04
33.50,23.86,1.06,0.82,219.63,0.04
33.67,23.86,1.11,0.82,220.13,0.04
33.83,23.86,1.15,0.82,220.63,0.04
34.00,23.86,1.19,0.82,221.12,0.04
34.17,23.86,1.24,0.82,221.61,0.04
34.33,23.86,1.28,0.83,222.09,0.04
34.50,23.86,1.33,0.83,222.56,0.04
34.67,23.77,1.37,0.83,223.03,0.04
34.83,23.77,1.41,0.83,223.51,0.04
35.00,23.77,1.45,0.83,223.98,0.04
35.17,23.77,1.50,0.83,224.45,0.04
35.33,23.77,1.54,0.83,224.92,0.04
35.50,23.77,1.59,0.83,225.38,0.04
35.67,23.77,1.63,0.83,225.84,0.04
35.83,23.77,1.67,0.83,226.30,0.04
36.00,23.77,1.72,0.84,226.76,0.04
36.17,23.77,1.76,0.84,227.21,0.04
