time,periods,phase,amplitude,power,frequencies
0.00,35.00,5.91,0.24,77.73,0.03
0.17,35.00,5.94,0.24,77.99,0.03
0.33,35.00,5.97,0.24,78.24,0.03
0.50,35.00,6.00,0.24,78.48,0.03
0.67,35.00,6.03,0.24,78.72,0.03
0.83,35.00,6.05,0.25,78.96,0.03
1.00,35.00,6.08,0.25,79.21,0.03
1.17,35.00,6.11,0.25,79.44,0.03
1.33,35.00,6.14,0.25,79.68,0.03
1.50,35.00,6.17,0.25,79.91,0.03
1.67,35.00,6.19,0.25,80.14,0.03
1.83,35.00,6.22,0.25,80.37,0.03
2.00,35.00,6.25,0.25,80.60,0.03
2.17,35.00,6.28,0.25,80.82,0.03
2.33,35.00,0.02,0.25,81.04,0.03
2.50,35.00,0.05,0.25,81.25,0.03
2.67,35.00,0.08,0.25,81.46,0.03
2.83,35.00,0.11,0.25,81.67,0.03
3.00,35.00,0.14,0.25,81.89,0.03
3.17,35.00,0.16,0.25,82.08,0.03
3.33,35.00,0.19,0.25,82.28,0.03
3.50,35.00,0.22,0.25,82.49,0.03
3.67,35.00,0.25,0.25,82.68,0.03
3.83,35.00,0.28,0.25,82.87,0.03
4.00,35.00,0.30,0.25,83.05,0.03
4.17,35.00,0.33,0.25,83.24,0.03
4.33,35.00,0.36,0.25,83.43,0.03
4.50,35.00,0.39,0.25,83.61,0.03
4.67,35.00,0.42,0.25,83.78,0.03
4.83,35.00,0.44,0.25,83.96,0.03
5.00,35.00,0.47,0.25,84.13,0.03
5.17,35.00,0.50,0.25,84.30,0.03
5.33,35.00,0.53,0.25,84.46,0.03
5.50,35.00,0.55,0.25,84.64,0.03
5.67,35.00,0.58,0.25,84.80,0.03
5.83,35.00,0.61,0.25,84.96,0.03
6.00,35.00,0.64,0.25,85.12,0.03
6.17,35.00,0.67,0.25,85.27,0.03
6.33,35.00,0.69,0.25,85.42,0.03
6.50,35.00,0.72,0.26,85.57,0.03
6.67,35.00,0.75,0.26,85.71,0.03
6.83,35.00,0.78,0.26,85.84,0.03
7.00,35.00,0.81,0.26,85.99,0.03
7.17,35.00,0.83,0.26,86.13,0.03
7.33,35.00,0.86,0.26,86.26,0.03
7.50,35.00,0.89,0.26,86.39,0.03
7.67,35.00,0.92,0.26,86.52,0.03
7.83,35.00,0.94,0.26,86.64,0.03
8.00,35.00,0.97,0.26,86.76,0.03
8.17,35.00,1.00,0.26,86.88,0.03
8.33,35.00,1.03,0.26,87.00,0.03
8.50,35.00,1.05,0.26,87.11,0.03
8.67,35.00,1.08,0.26,87.22,0.03
8.83,35.00,1.11,0.26,87.32,0.03
9.00,35.00,1.14,0.26,87.43,0.03
9.17,35.00,1.17,0.26,87.53,0.03
9.33,35.00,1.19,0.26,87.62,0.03
9.50,35.00,1.22,0.26,87.72,0.03
9.67,35.00,1.25,0.26,87.81,0.03
9.83,35.00,1.28,0.26,87.90,0.03
10.00,35.00,1.30,0.26,87.98,0.03
10.17,35.00,1.33,0.26,88.06,0.03
10.33,35.00,1.36,0.26,88.14,0.03
10.50,35.00,1.39,0.26,88.22,0.03
10.67,35.00,1.41,0.26,88.29,0.03
10.83,35.00,1.44,0.26,88.36,0.03
11.00,35.00,1.47,0.26,88.43,0.03
11.17,35.00,1.50,0.26,88.49,0.03
11.33,35.00,1.52,0.26,88.55,0.03
11.50,35.00,1.55,0.26,88.61,0.03
11.67,35.00,1.58,0.26,88.66,0.03
11.83,35.00,1.61,0.26,88.71,0.03
12.00,35.00,1.63,0.26,88.76,0.03
12.17,35.00,1.66,0.26,88.80,0.03
12.33,35.00,1.69,0.26,88.84,0.03
12.50,35.00,1.71,0.26,88.88,0.03
12.67,35.00,1.74,0.26,88.92,0.03
12.83,35.00,1.77,0.26,88.95,0.03
13.00,35.00,1.80,0.26,88.98,0.03
