time,periods,phase,amplitude,power,frequencies
10.67,20.78,2.90,0.41,82.70,0.05
10.83,20.78,2.95,0.42,82.96,0.05
11.00,20.78,3.00,0.42,83.21,0.05
11.17,20.78,3.05,0.42,83.46,0.05
11.33,20.78,3.10,0.42,83.69,0.05
11.50,20.87,3.15,0.42,83.92,0.05
11.67,20.87,3.20,0.42,84.15,0.05
11.83,20.87,3.25,0.42,84.36,0.05
12.00,20.87,3.30,0.42,84.57,0.05
12.17,20.87,3.35,0.42,84.77,0.05
12.33,20.87,3.40,0.42,84.97,0.05
12.50,20.87,3.45,0.42,85.15,0.05
12.67,20.87,3.50,0.42,85.33,0.05
12.83,20.87,3.55,0.42,85.50,0.05
13.00,20.87,3.60,0.42,85.66,0.05
13.17,20.95,3.65,0.42,85.81,0.05
13.33,20.95,3.70,0.42,85.96,0.05
13.50,20.95,3.74,0.42,86.10,0.05
13.67,20.95,3.79,0.42,86.23,0.05
13.83,20.95,3.84,0.42,86.35,0.05
14.00,20.95,3.89,0.42,86.47,0.05
14.17,20.95,3.94,0.42,86.57,0.05
14.33,20.95,3.99,0.42,86.67,0.05
14.50,20.95,4.04,0.42,86.76,0.05
14.67,21.04,4.09,0.42,86.84,0.05
14.83,21.04,4.14,0.42,86.92,0.05
15.00,21.04,4.19,0.42,86.99,0.05
15.17,21.04,4.23,0.42,87.04,0.05
15.33,21.04,4.28,0.42,87.09,0.05
15.50,21.04,4.33,0.42,87.13,0.05
15.67,21.04,4.38,0.42,87.17,0.05
15.83,21.04,4.43,0.42,87.19,0.05
16.00,21.13,4.48,0.42,87.21,0.05
16.17,21.13,4.53,0.42,87.22,0.05
16.33,21.13,4.58,0.42,87.22,0.05
16.50,21.13,4.62,0.42,87.21,0.05
16.67,21.13,4.67,0.42,87.19,0.05
16.83,21.13,4.72,0.42,87.16,0.05
17.00,21.13,4.77,0.42,87.13,0.05
17.17,21.21,4.82,0.42,87.09,0.05
17.33,21.21,4.86,0.42,87.04,0.05
17.50,21.21,4.91,0.42,86.98,0.05
17.67,21.21,4.96,0.42,86.91,0.05
17.83,21.21,5.01,0.42,86.84,0.05
