time,periods,phase,amplitude,power,frequencies
0.00,21.63,3.21,0.37,84.04,0.05
0.17,21.63,3.26,0.37,84.85,0.05
0.33,21.63,3.31,0.37,85.66,0.05
0.50,21.63,3.35,0.37,86.47,0.05
0.67,21.63,3.40,0.37,87.28,0.05
0.83,21.63,3.45,0.38,88.09,0.05
1.00,21.63,3.50,0.38,88.90,0.05
1.17,21.63,3.55,0.38,89.71,0.05
1.33,21.63,3.59,0.38,90.51,0.05
1.50,21.63,3.64,0.38,91.33,0.05
1.67,21.63,3.69,0.38,92.13,0.05
1.83,21.63,3.74,0.39,92.94,0.05
2.00,21.63,3.79,0.39,93.75,0.05
2.17,21.63,3.83,0.39,94.57,0.05
2.33,21.63,3.88,0.39,95.38,0.05
2.50,21.63,3.93,0.39,96.19,0.05
2.67,21.63,3.98,0.39,96.99,0.05
2.83,21.63,4.02,0.40,97.79,0.05
3.00,21.63,4.07,0.40,98.59,0.05
3.17,21.63,4.12,0.40,99.40,0.05
3.33,21.63,4.17,0.40,100.20,0.05
3.50,21.63,4.22,0.40,101.00,0.05
3.67,21.63,4.26,0.40,101.81,0.05
3.83,21.63,4.31,0.41,102.59,0.05
4.00,21.63,4.36,0.41,103.38,0.05
4.17,21.63,4.41,0.41,104.17,0.05
4.33,21.71,4.47,0.41,104.97,0.05
4.50,21.71,4.51,0.41,105.76,0.05
4.67,21.71,4.56,0.41,106.54,0.05
4.83,21.71,4.61,0.41,107.35,0.05
5.00,21.71,4.66,0.42,108.14,0.05
5.17,21.71,4.71,0.42,108.91,0.05
5.33,21.71,4.75,0.42,109.69,0.05
5.50,21.71,4.80,0.42,110.48,0.05
5.67,21.71,4.85,0.42,111.24,0.05
5.83,21.71,4.90,0.42,112.01,0.05
6.00,21.71,4.94,0.42,112.77,0.05
6.17,21.71,4.99,0.43,113.53,0.05
6.33,21.71,5.04,0.43,114.28,0.05
6.50,21.71,5.09,0.43,115.05,0.05
6.67,21.79,5.14,0.43,115.79,0.05
6.83,21.79,5.19,0.43,116.54,0.05
7.00,21.79,5.24,0.43,117.28,0.05
7.17,21.79,5.29,0.43,118.02,0.05
7.33,21.79,5.33,0.43,118.75,0.05
7.50,21.79,5.38,0.44,119.47,0.05
7.67,21.79,5.43,0.44,120.18,0.05
7.83,21.79,5.48,0.44,120.90,0.05
8.00,21.79,5.52,0.44,121.60,0.05
8.17,21.79,5.57,0.44,122.32,0.05
8.33,21.79,5.62,0.44,123.03,0.05
8.50,21.87,5.67,0.44,123.72,0.05
8.67,21.87,5.72,0.44,124.42,0.05
8.83,21.87,5.77,0.45,125.11,0.05
9.00,21.87,5.82,0.45,125.80,0.05
9.17,21.87,5.86,0.45,126.48,0.05
9.33,21.87,5.91,0.45,127.15,0.05
9.50,21.87,5.96,0.45,127.82,0.05
9.67,21.87,6.00,0.45,128.46,0.05
9.83,21.87,6.05,0.45,129.12,0.05
10.00,21.95,6.11,0.45,129.77,0.05
10.17,21.95,6.15,0.45,130.41,0.05
10.33,21.95,6.20,0.45,131.05,0.05
10.50,21.95,6.25,0.46,131.68,0.05
10.67,21.95,0.01,0.46,132.30,0.05
10.83,21.95,0.06,0.46,132.92,0.05
11.00,21.95,0.10,0.46,133.52,0.05
11.17,21.95,0.15,0.46,134.13,0.05
11.33,22.03,0.20,0.46,134.72,0.05
11.50,22.03,0.25,0.46,135.31,0.05
11.67,22.03,0.30,0.46,135.89,0.05
11.83,22.03,0.35,0.46,136.47,0.05
12.00,22.03,0.39,0.46,137.03,0.05
12.17,22.03,0.44,0.47,137.59,0.05
12.33,22.03,0.49,0.47,138.14,0.05
12.50,22.03,0.53,0.47,138.69,0.05
12.67,22.11,0.58,0.47,139.22,0.05
